Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
A0A087X1H5;Q15057	ACAP2	0.285335282690283	23035.8606783333	20096.3184150556	0.196878486240132	0.551346012466205
I3L2M9;I3L3H0;Q9UKL6	PCTP	0.285223836561476	1369.42209886667	6602.4598523	-2.26965491693961	0.551346012466205
O95340	PAPSS2	0.285371698760087	26048.5839866667	35042.7597662778	-0.427952617702299	0.551346012466205
P08754	GNAI3	0.285144871808365	252787.479183333	218051.960949444	0.213246426193059	0.551346012466205
P28749	RBL1	0.2852042734851	2343.18425495	1448.80028283889	0.692616228610086	0.551346012466205
Q8N137	CNTROB	0.285284497230706	1515.522217	1268.90016689444	0.255099917563713	0.551346012466205
Q13823	GNL2	0.285680749804584	34774.2034516667	41753.6558705556	-0.263919606535952	0.551815961094549
Q8NCM8	DYNC2H1	0.285901770151114	2889.15450016667	3381.48425283333	-0.227435862349992	0.552115693854697
Q5T5X7	BEND3	0.286077836203418	25801.430665	23006.9114053333	0.165321038312293	0.552328495640262
Q10570	CPSF1	0.286149614338629	116923.856766667	107812.308163333	0.117034051556856	0.552339897842865
A0A087WTI0;A0A087WTQ9;A0A0A0MRC2;Q8WY21	SORCS1	0.28686175364148	1113.90071095	645.190134622222	0.785590011556069	0.552776675380018
A0A2R8Y5B5;O60779	SLC19A2	0.286664490740705	201.315027866667	454.990321694444	-1.17954833248157	0.552776675380018
P05362	ICAM1	0.286769182936895	10322.886638	7591.7537845	0.443151324102635	0.552776675380018
P83436	COG7	0.286647693575617	3231.328776	3621.79986583333	-0.164977562189821	0.552776675380018
Q5TBH9;Q5TBI2;Q8NDD1	C1orf131	0.286903290549056	14029.372234	17649.5062930556	-0.331259112062547	0.552776675380018
Q5VZK9	CARMIL1	0.286833618737553	13382.0001633333	16566.0275481667	-0.30802101084825	0.552776675380018
Q8NBX0	SCCPDH	0.286702791906659	98868.9987083333	118889.18143	-0.266039448145509	0.552776675380018
Q9P209	CEP72	0.286873782801446	591.465596483333	1389.97061748889	-1.23372578556082	0.552776675380018
F8VXG7;Q99590	SCAF11	0.287361423792971	28904.167645	23551.1308598889	0.295419935176004	0.553395537938977
Q05GC8	TRERF1	0.287422488696988	3475.35205083333	4255.26518947389	-0.292428912447805	0.553395537938977
Q5T4D3	TMTC4	0.28739591518051	4289.13993316667	5937.87579366111	-0.469501475591107	0.553395537938977
A0A1B0GVD3	LIN28B	0.287727760145708	47639.0195316667	54868.8200961111	-0.203869124485186	0.553468755097777
E9PGC8;P78559	MAP1A	0.287837741424483	204194.627633333	153251.996546111	0.414029626249642	0.553468755097777
Q6ZV89	SH2D5	0.287745662245281	837.245941233333	1308.73662996667	-0.645553352561296	0.553468755097777
Q99728	BARD1	0.287722614013935	3197.76819871667	1875.9381748	0.768684234414943	0.553468755097777
Q9BXB4	OSBPL11	0.287856558256578	13502.7262383333	12362.6448306111	0.127146605139891	0.553468755097777
Q9H9S5	FKRP	0.287680180137413	10107.3960768333	8850.98931205556	0.191337755715525	0.553468755097777
Q9UPT9	USP22	0.287971340318005	12770.434082	10802.4028726111	0.241321758471829	0.553562514572781
P31948	STIP1	0.288041891544066	457940.156266667	542519.281261111	-0.244517992539794	0.55357122635732
A0A3B3IRM3;A0A3B3IRT9;A0A3B3IRX5;A0A3B3IS14;A0A3B3IS21;A0A3B3IS61;A0A3B3IS77;A0A3B3IS97;A0A3B3ISB6;A0A3B3ISG9;A0A3B3ISI4;A0A3B3ISN3;A0A3B3ISP2;A0A3B3ISW5;A0A3B3ITJ8;A0A3B3ITL3;A0A3B3ITS6;A0A3B3IU66;A0A3B3IUE2;Q9UL68	MYT1L	0.288195436004689	5506.80857283333	3356.43583833333	0.713856628974723	0.553739397547965
A0A087WXY4;A0A087X1A8;A0A0A0MS38;A0A2R8Y3X7;C9JQV6;D3VVH9;E9PJN5;F5H211;G3V2G1;G3V328;G3V3R7;G3V4U9;G3V526;P54252	ATXN3	0.28861030093337	10916.5639643333	13993.8712563889	-0.35837938191596	0.554245794540148
B3KY94;O14735	CDIPT	0.288613426806655	10368.4925955	18306.6246502722	-0.820238452891214	0.554245794540148
Q13217	DNAJC3	0.288657290966825	9807.92431566667	11178.2970917778	-0.188809728892662	0.554245794540148
P30291	WEE1	0.28886021029321	5014.06612116667	7444.1204015	-0.570314158757434	0.554299520157333
Q96DV4	MRPL38	0.288883590111812	60291	63577.7951388889	-0.0766030182529803	0.554299520157333
Q99567	NUP88	0.288841141756037	86093.5963566667	79962.7055138889	0.106560605884556	0.554299520157333
A0A590UJ21;Q13616	CUL1	0.289120756568834	142768.45705	126461.570755	0.174966816393262	0.554627669601847
A0A3B3IRQ9	ADAR	0.289505062991646	2144.03397482067	3786.17838173894	-0.820795608675763	0.555237866693722
A0A2R8Y5H9;Q8IVT5	KSR1	0.289988280759475	46751.9882833333	40626.10254	0.202585244161595	0.555929891647756
O60237	PPP1R12B	0.29006479140834	1379.12586473333	1770.87319600556	-0.361521232026934	0.555929891647756
