PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[7] UNC13A_CE_1.raw.PG.Quantity,[8] UNC13A_CE_2.raw.PG.Quantity,[9] UNC13A_CE_3.raw.PG.Quantity,[10] UNC13A_CE_4.raw.PG.Quantity,[11] UNC13A_CE_5.raw.PG.Quantity,[12] UNC13A_CE_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,NaN,0.5816116333007812,NaN,NaN,NaN,NaN,NaN
P11717,IGF2R,1295.7353515625,1051.9566650390625,NaN,NaN,3761.188232421875,1804.46728515625,18611.30859375,17561.34375,17662.892578125,21927.5546875,20985.37890625,21209.10546875,11329.900390625,15665.12890625,16413.271484375,14374.5283203125,13297.8115234375,18871.359375
P11908;P60891,PRPS2;PRPS1,Filtered,Filtered,NaN,NaN,464.448486328125,NaN,2502.36865234375,3025.857177734375,2343.9482421875,2599.860107421875,1111.283935546875,1041.8670654296875,2009.8770751953125,2364.08251953125,1805.6934814453125,1552.25830078125,1608.12939453125,2084.1064453125
P11940,PABPC1,62008.34765625,55791.625,63445.02734375,59579.60546875,115402.671875,99248.3359375,1229764.5,1339908.25,1601070.125,1350837,1259282.125,1263487.75,1009360.0625,1178167.125,1332384.5,1236662,1272255,1314362.25
P12035,KRT3,Filtered,Filtered,85.98854064941406,Filtered,106.47622680664062,NaN,104.23900604248047,1784.7890625,Filtered,Filtered,Filtered,Filtered,421.7208251953125,696.4226684570312,119.15251922607422,Filtered,1299.96923828125,361.80548095703125
P12081,HARS1,750.6779174804688,244.338134765625,631.4223022460938,841.4908447265625,1911.195556640625,547.760986328125,30827.892578125,27778.544921875,35419.4609375,28393.55078125,28948.48828125,22641.130859375,23715.66796875,27379.916015625,28060.30078125,26193.208984375,27402.056640625,30494.443359375
P12235,SLC25A4,5619.47802734375,2034.745849609375,3178.38330078125,2984.086181640625,4612.68603515625,8141.765625,7470.138671875,8170.57958984375,13046.306640625,7961.05859375,6919.27880859375,5781.03515625,7002.5595703125,7176.54638671875,8726.58984375,8415.9970703125,8679.3681640625,7252.5576171875
P12236,SLC25A6,97651.203125,84298.1875,96563.046875,94756.5390625,181364.5,192838.78125,577668.25,591031.1875,659520.875,549720.8125,580665.9375,526369.125,520501.34375,646078.625,544260.25,586235.9375,589901.5,666928.9375
P12268,IMPDH2,2775.548095703125,2848.09326171875,3764.096923828125,4070.498291015625,9145.6533203125,4392.0283203125,17622.20703125,19266.513671875,25374.375,18666.13671875,18997.26953125,17664.193359375,21218.052734375,23076.634765625,25820.126953125,23560.880859375,22731.353515625,25350.16796875
P12270,TPR,706.8652954101562,410.1405029296875,4032.12158203125,118.06290435791016,14531.8994140625,673.6017456054688,12908.6474609375,18158.326171875,21973.181640625,16340.9951171875,16528.90234375,14607.7158203125,15073.8896484375,18493.134765625,15765.583984375,18908.865234375,17820.138671875,18128.42578125
P12273,PIP,NaN,NaN,Filtered,Filtered,Filtered,263.1899108886719,309.4415588378906,4300.73583984375,254.55404663085938,Filtered,281.5058898925781,NaN,340.17138671875,847.5557861328125,705.043701171875,Filtered,577.4576416015625,971.7347412109375
P12277,CKB,186.62930297851562,NaN,NaN,Filtered,3288.89208984375,Filtered,2241.509033203125,4140.6416015625,3575.594970703125,1447.7698974609375,2211.944580078125,2424.336181640625,2468.25390625,2942.550048828125,2754.020263671875,2036.917236328125,2591.1083984375,2695.776123046875
P12956,XRCC6,10033.5126953125,11213.28515625,13899.11328125,11162.5634765625,32680.9765625,19991.302734375,168225.34375,171904.296875,224744.796875,164292.109375,163131.65625,152934.9375,129723.953125,159205.53125,171220.859375,153318.78125,161177.1875,173950.046875
P13010,XRCC5,11208.103515625,9636.763671875,14035.43359375,10038.08984375,34462.46875,20132.408203125,211904.796875,216868.046875,264616.8125,204255.140625,195531.28125,158188.203125,159638.921875,197333.171875,205432.875,180127.3125,201552.09375,214451.1875
P13073,COX4I1,3061.192138671875,3032.79248046875,3564.492919921875,2279.411376953125,12761.11328125,3682.342529296875,14116.9873046875,12953.880859375,18022.158203125,12212.732421875,12138.4365234375,11287.1630859375,8917.68359375,10674.84765625,11017.591796875,12522.7109375,10914.4814453125,11565.8544921875
P13473,LAMP2,Filtered,Filtered,Filtered,Filtered,2205.069580078125,Filtered,Filtered,Filtered,909.761474609375,Filtered,1572.1976318359375,Filtered,720.9530639648438,Filtered,3012.85791015625,Filtered,465.31292724609375,Filtered
P13489,RNH1,Filtered,590.5164794921875,308.927734375,568.9198608398438,433.19140625,Filtered,109135.359375,97224.859375,133234.359375,109716.15625,109427.8046875,98347.5625,132266.21875,133088.609375,137096.6875,143710.140625,142356.71875,138873.765625
P13497,BMP1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1434.7119140625,1199.64990234375,2154.314208984375,2608.432861328125,1374.44873046875,1577.4532470703125,1714.5689697265625,2386.617919921875,1346.5650634765625,617.2244873046875,1093.1724853515625,909.4186401367188
P13637,ATP1A3,1526.3382568359375,1718.0679931640625,3339.0146484375,2215.785400390625,9032.90234375,1873.1295166015625,12923.6015625,11410.052734375,15083.5263671875,13019.65234375,12254.9599609375,10526.0888671875,10178.97265625,13510.595703125,11964.7822265625,10972.134765625,12218.2666015625,12571.1337890625
P13639,EEF2,3471.031494140625,3224.005859375,8730.552734375,3299.142822265625,37714.1875,2900.361083984375,12042.01953125,10026.396484375,19930.32421875,11592.8935546875,11642.669921875,9689.2919921875,11704.3369140625,13254.0380859375,13482.708984375,13610.09765625,17516.556640625,12732.732421875
P13645,KRT10,578828.25,208102.21875,352470.5,62458.31640625,622726.625,123639.6953125,417063.0625,369628.625,499267.53125,596146.75,338755.09375,41244.44140625,1189598.75,910477.9375,771561.4375,709009.375,687931.25,489077.5625
P13646,KRT13,2893.265869140625,3646.27197265625,3742.539794921875,3834.947265625,3587.031982421875,4518.77880859375,4671.17041015625,12686.814453125,5578.61669921875,5185.9833984375,3918.568115234375,5269.494140625,3559.33447265625,2625.555419921875,3064.68408203125,7136.04833984375,3269.06201171875,9058.0537109375
P13647,KRT5,139904.5,18987.51171875,82790.3671875,18990.603515625,107514.6875,35016.359375,86740.328125,72082.2578125,69878.78125,88262.734375,51656.875,8189.9560546875,169231.796875,153625.53125,131543.796875,91217.75,104073.7734375,94451.515625
P13674,P4HA1,185.99822998046875,Filtered,376.49139404296875,258.9010009765625,1077.8328857421875,Filtered,3905.05029296875,4892.69775390625,5835.40087890625,4047.23388671875,4263.2822265625,3713.684326171875,3040.2216796875,4840.6630859375,5106.00341796875,4328.93212890625,4893.41748046875,5605.16845703125
P13693,TPT1,NaN,Filtered,NaN,Filtered,3281.644775390625,Filtered,NaN,121.53848266601562,297.25506591796875,165.85202026367188,957.3184814453125,271.6194152832031,NaN,178.2304229736328,210.24147033691406,374.9178466796875,236.5861358642578,NaN
P13797,PLS3,NaN,NaN,NaN,Filtered,5564.73583984375,Filtered,NaN,2909.1494140625,4372.07958984375,3785.685302734375,2210.145263671875,2557.696044921875,1371.3192138671875,1757.9600830078125,2183.736083984375,2229.03759765625,1575.719482421875,2452.599609375
P13804,ETFA,Filtered,Filtered,Filtered,128.39341735839844,987.2079467773438,Filtered,95.37432098388672,NaN,221.5387725830078,487.9059143066406,642.5992431640625,350.99090576171875,270.5025939941406,NaN,480.81549072265625,449.4468994140625,364.05419921875,NaN
P13861,PRKAR2A,731.43603515625,950.6998291015625,895.8676147460938,NaN,1798.813232421875,472.90179443359375,5065.4228515625,5377.99169921875,6164.35498046875,4048.597900390625,4317.12841796875,3788.533203125,4055.79150390625,4881.39794921875,4958.22705078125,3951.161376953125,5695.33984375,4555.02734375
P13984,GTF2F2,2056.4111328125,1484.771240234375,1925.41552734375,2263.10888671875,6618.12255859375,4755.7509765625,26509.3359375,27295.060546875,35553.375,28161.423828125,30723.826171875,21463.201171875,24996.185546875,27907.4375,28790.294921875,27315.505859375,27353.251953125,30839.6640625
P13987,CD59,19127.791015625,18963.76953125,16989.810546875,16447.0078125,26046.591796875,16063.6083984375,22057.7265625,24476.4296875,25762.75390625,26021.8984375,34017.65234375,18905.6171875,20283.296875,21626.05859375,19554.154296875,18279.806640625,20138.0234375,26967.970703125
P13995,MTHFD2,NaN,NaN,NaN,NaN,1074.103271484375,Filtered,3648.888427734375,2737.170654296875,5871.548828125,4098.576171875,4135.90869140625,1878.70751953125,2322.091064453125,4019.685791015625,2973.555419921875,3262.450439453125,3417.456787109375,3623.574951171875
P14373,TRIM27,3953.086181640625,3435.70947265625,4182.904296875,4078.111328125,6654.93701171875,4855.138671875,13255.9169921875,13713.8564453125,15656.095703125,13171.203125,12358.4677734375,13873.9248046875,11274.046875,13313.474609375,13533.0205078125,12671.5849609375,12532.5439453125,13447.3427734375
P14406,COX7A2,786.8301391601562,213.39979553222656,1925.55029296875,1173.5157470703125,3540.878662109375,1332.119140625,13901.1591796875,13936.6513671875,15549.78125,13152.0537109375,10415.640625,10130.583984375,10791.7822265625,11866.0810546875,11242.3603515625,12348.673828125,11806.125,11918.7275390625
P14618,PKM,7780.8564453125,6622.57666015625,18141.779296875,6777.2314453125,81527.5625,8225.2412109375,23879.431640625,26415.22265625,45256.109375,29250.904296875,29326.8125,21829.458984375,29271.154296875,35841.97265625,33705.109375,29062.85546875,39020.48828125,32584.099609375
P14625,HSP90B1,1226.6336669921875,1454.6854248046875,2468.12841796875,1046.01025390625,8014.541015625,1558.8746337890625,5533.57080078125,4805.68798828125,6532.69189453125,4772.5576171875,4235.20849609375,2409.135498046875,3247.24365234375,4530.30810546875,5361.93994140625,4538.044921875,5098.13623046875,5787.80078125
P14635,CCNB1,Filtered,NaN,Filtered,Filtered,NaN,268.9554748535156,4497.6923828125,5709.2529296875,5500.62255859375,5224.62890625,4866.95263671875,3285.434814453125,4463.79931640625,5783.8984375,4269.44384765625,4925.75634765625,3170.666748046875,5510.08251953125
P14649,MYL6B,66892.546875,67255.78125,76145.359375,78916.03125,91677.1328125,79243.5234375,132462.828125,140690,120183.953125,144443.90625,117473.3984375,147838.1875,124182.2265625,141271.296875,115636.625,125390.03125,140636.8125,147032.421875
P14678,SNRPB,4264.1796875,3061.390380859375,4186.53564453125,4526.12158203125,12218.7587890625,7603.4443359375,256597.3125,272749.8125,323642.34375,279295.78125,265321.53125,263073.3125,254570,264297.53125,283441.09375,280704.25,268562.21875,283908
P14854,COX6B1,Filtered,Filtered,Filtered,Filtered,Filtered,321.7530212402344,5293.64111328125,5582.1904296875,9087.8310546875,4517.7568359375,12169.251953125,4629.93212890625,9775.955078125,12807.634765625,6757.7578125,12997.765625,5316.251953125,12572.27734375
P14866,HNRNPL,563.6460571289062,886.7240600585938,767.6138305664062,384.6540222167969,1381.1666259765625,1337.496826171875,18182.2109375,18114.802734375,21587.396484375,17737.8203125,18927.642578125,15116.6044921875,14240.48046875,16133.2451171875,16437.576171875,17020.251953125,16735.720703125,18000.080078125
P14868,DARS1,1851.39453125,1827.251220703125,1924.2889404296875,1837.1588134765625,4940.74365234375,3911.719482421875,260675.9375,265840,316882.75,248403.640625,240857.703125,221801.1875,203775.59375,236140.703125,251933.265625,220677.1875,246812.59375,252286.03125
P14923,JUP,48456.34765625,10369.052734375,34069.96875,10621.78515625,71245.8984375,18016.40234375,56710.1875,62563.15625,60710.953125,52029.62890625,47702.421875,21685.869140625,91680.4765625,94515.4296875,77138.3984375,48564.3671875,73787.7421875,58473.296875
P15259;P18669;Q8N0Y7,PGAM2;PGAM1;PGAM4,468.51300048828125,1049.0823974609375,806.46337890625,NaN,6026.97607421875,Filtered,1903.82421875,1988.61376953125,2752.771484375,1882.1390380859375,1493.4638671875,747.4569091796875,1491.8172607421875,2752.069091796875,2019.038818359375,1771.3809814453125,1948.98779296875,1763.0760498046875
P15291,B4GALT1,2387.816650390625,1548.338134765625,1480.6317138671875,1258.607666015625,12039.8427734375,3090.989013671875,37960.19140625,38478.796875,38714.578125,31473.998046875,26156.693359375,26871.775390625,15130.0185546875,17136.4921875,33041.30078125,19291.361328125,14455.1513671875,42265.05078125
P15311,EZR,1680.1688232421875,826.5839233398438,2626.68017578125,1352.0313720703125,10135.8095703125,1732.54638671875,10461.419921875,10544.3359375,16062.236328125,9489.634765625,10906.6669921875,6676.63671875,9861.9345703125,13320.896484375,10982.9521484375,13589.5400390625,12581.3916015625,13655.1669921875
P15407,FOSL1,774.9542846679688,343.72174072265625,NaN,1198.567138671875,770.7946166992188,592.2897338867188,4399.6982421875,4562.51318359375,4703.1103515625,4954.76806640625,4913.7265625,5175.6923828125,4119.8583984375,3508.501953125,4752.36767578125,4890.5615234375,4028.548095703125,5226.05126953125
P15408,FOSL2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,335.45660400390625,1528.9005126953125,513.29931640625,447.5541076660156,Filtered,380.7958984375,900.2465209960938,NaN,541.00537109375,509.24365234375,529.9138793945312,983.3572387695312
P15531,NME1,2081.18994140625,2427.39404296875,3668.398681640625,2129.162841796875,20866.40234375,1779.35107421875,5956.0009765625,4233.447265625,6226.88330078125,4982.7314453125,4631.3466796875,2622.453369140625,5345.90625,6088.39990234375,4559.97509765625,5845.81005859375,4865.32177734375,4770.826171875
P15559,NQO1,538.3776245117188,810.5387573242188,2015.8143310546875,NaN,7794.4072265625,1765.409423828125,4378.80712890625,3949.842041015625,5658.9296875,3415.289794921875,3995.6591796875,1579.98583984375,3407.820068359375,2520.855712890625,3661.678466796875,3506.148681640625,3443.02685546875,3496.241455078125
P15880,RPS2,60745.609375,56922.2578125,61664.31640625,53107.90234375,115094.25,90645.8671875,1030149.0625,1054956.625,1305613.625,1110561,1083033.75,994532.75,903651.875,1099692.875,1227850.625,1049669.25,1090715.5,1182598.125
P15924,DSP,23555.126953125,13666.5078125,18720.626953125,14462.517578125,29910.0859375,18303.83984375,47401.8984375,51558.45703125,60427.52734375,50477.59375,52879.4921875,46002.83984375,54787.171875,61025.1015625,57095.0703125,53555.83984375,54695.2265625,57927.95703125
P15927,RPA2,1251.0250244140625,1581.9334716796875,2167.27294921875,1180.7193603515625,3418.1279296875,1856.2880859375,21113.1484375,18007.134765625,26605.7421875,21759.46875,25352.580078125,18797.958984375,16390.19921875,24976.85546875,24910.431640625,21783.259765625,22235.2578125,23966.287109375
P15954,COX7C,Filtered,Filtered,NaN,NaN,2007.6231689453125,517.9970092773438,1797.880615234375,2309.313720703125,6828.60009765625,3903.04931640625,3156.908935546875,1638.14892578125,1354.7078857421875,2706.5693359375,3116.89013671875,1683.6341552734375,2602.844970703125,3159.49853515625
P16070,CD44,5993.7197265625,6564.93994140625,6916.8798828125,5323.43408203125,18918.951171875,7481.74951171875,13611.9111328125,14287.1201171875,16097.068359375,13137.158203125,15370.1923828125,9743.4921875,8868.8896484375,12739.140625,15985.7138671875,14759.0380859375,13088.9697265625,11932.3720703125
P16220,CREB1,7432.27392578125,Filtered,4982.39013671875,Filtered,NaN,742.300537109375,39378.55078125,29575.091796875,9971.24609375,19604.501953125,27521.1875,31901.083984375,3889.610595703125,16879.083984375,17153.55078125,21436.705078125,12033.1650390625,19487.712890625
P16298;P48454;Q08209,PPP3CB;PPP3CC;PPP3CA,913.9268798828125,475.90386962890625,Filtered,292.56573486328125,4148.21533203125,Filtered,11558.9404296875,12045.0205078125,16222.236328125,11247.32421875,9947.49609375,6825.31640625,8155.1396484375,11486.5986328125,12072.205078125,8723.6474609375,10228.001953125,11254.17578125
P16401,H1-5,2348.016357421875,2600.94091796875,2074.854248046875,1440.305908203125,4931.037109375,5398.91357421875,45675.5703125,44912.375,52570.8359375,42431.83203125,40846.77734375,40635.2578125,40238.90625,36948.02734375,44541.81640625,39819.3203125,41624.41015625,49258.62109375
P16402,H1-3,15972.3330078125,16651.71875,17497.384765625,17480.376953125,31936.841796875,22906.607421875,264104.59375,234397.828125,281503.03125,238628.625,229173.59375,223069.40625,208191.203125,212482.03125,270786.34375,240542.203125,243715.796875,218087.140625
P16403,H1-2,1311.032958984375,1350.327392578125,1848.0811767578125,1330.8465576171875,2269.627197265625,2227.10595703125,19011.845703125,14516.0791015625,18732.57421875,21764.908203125,14603.4677734375,13186.28125,13017.484375,13014.3115234375,15922.80078125,14049.6181640625,19573.48046875,13352.013671875
P16435,POR,1085.72021484375,941.4140014648438,2136.499755859375,645.918212890625,4511.67919921875,1055.757080078125,8164.34130859375,6332.75439453125,8958.0830078125,7378.7548828125,6657.28857421875,6364.35302734375,3644.626220703125,4702.1904296875,7880.11767578125,4359.15771484375,6862.96923828125,7358.9814453125
P16615,ATP2A2,4651.31591796875,4778.77099609375,5381.10302734375,3964.5673828125,17591.3046875,7083.458984375,35663.50390625,36736.078125,44519.90625,38249.3046875,34672.80078125,31571.78125,29838.84765625,34637.6640625,37547.55859375,36698.6875,36409.65625,38450.59765625
P16989,YBX3,7043.796875,6459.53515625,8817.1328125,7367.3671875,13712.4404296875,12663.822265625,124118.1640625,124484.9765625,145850.015625,118950.1328125,124577.34375,113913.7421875,108487.9296875,105707.53125,118057.9296875,122949.6640625,112891.328125,127011.6015625
P17028,ZNF24,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,3712.785888671875,1327.584228515625,3908.25390625,2445.89306640625,2725.31103515625,2108.803466796875,2158.4482421875,5453.0556640625,395.3521423339844,4664.181640625
P17096,HMGA1,6937.5927734375,8201.275390625,7129.22607421875,11634.33984375,13750.919921875,13397.828125,43300.859375,44184.1328125,53228.64453125,46252.9921875,42404.84375,42308.59375,45341.7421875,40167.0703125,41748.37890625,50312.8984375,49868.32421875,40699.5546875
P17152,TMEM11,1210.4642333984375,1424.0859375,1622.3790283203125,1543.79345703125,3667.001708984375,1416.7437744140625,12737.287109375,11910.904296875,16765.04296875,11954.087890625,11909.572265625,10633.8603515625,10861.912109375,10716.3369140625,9373.3701171875,11739.595703125,10309.6640625,11266.3408203125
P17275,JUNB,1224.250732421875,1254.0972900390625,1474.1778564453125,1203.994140625,2191.98876953125,1940.4788818359375,12159.958984375,12719.19140625,15323.3818359375,11781.65625,13418.6875,10983.2529296875,13306.244140625,10990.33984375,10713.091796875,11468.75,11658.462890625,11253.3837890625
P17302,GJA1,149.96578979492188,607.8543090820312,159.77577209472656,509.8671875,193.3866424560547,236.18492126464844,1132.0511474609375,1601.521240234375,702.5052490234375,1000.0345458984375,769.7532958984375,1129.2213134765625,778.6046142578125,446.6597595214844,1437.9129638671875,797.0550537109375,430.10687255859375,708.3500366210938
P17480,UBTF,4961.72265625,4384.43505859375,5207.93359375,5179.60888671875,11588.08203125,14676.32421875,51004.26953125,54717.92578125,65397.7265625,53122.1796875,50787.44140625,48004.078125,45843.10546875,47582.609375,56817.28515625,48066.12109375,55504.38671875,56703.40234375
P17568,NDUFB7,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2364.51123046875,3745.358154296875,3892.18359375,2750.72900390625,3302.788330078125,3342.820556640625,1678.0892333984375,1765.29443359375,3310.55615234375,3804.025634765625,2966.640625,3642.764892578125
P17612,PRKACA,Filtered,Filtered,NaN,Filtered,NaN,Filtered,858.6602172851562,1327.6259765625,1905.9853515625,407.89385986328125,1746.7083740234375,724.5350341796875,1256.99267578125,1124.4637451171875,1698.6038818359375,359.7032165527344,1354.8192138671875,1772.1385498046875
P17661,DES,2164.09814453125,3409.81005859375,6947.736328125,3190.862060546875,8202.08203125,5663.27587890625,20115.0390625,24944.375,21897.23046875,21369.5,23458.029296875,20518.982421875,21329.2578125,24022.85546875,26018.716796875,21077.6953125,19813.931640625,20923.287109375
P17706,PTPN2,Filtered,Filtered,Filtered,Filtered,1215.61669921875,581.6806030273438,4022.41552734375,4304.2705078125,6524.1220703125,4815.5380859375,5406.3916015625,3114.010498046875,3293.978759765625,4222.5712890625,5710.34326171875,4270.0234375,4977.86962890625,4056.52734375
P17844,DDX5,59440.35546875,58226.484375,65294.125,62184.171875,102901.0234375,93298.1484375,1674957.625,1702686.375,2045420.875,1774989.375,1716797.375,1707258.125,1508572.375,1724833.25,1839073.5,1741618.375,1693242.375,1919343.5
P17980,PSMC3,NaN,NaN,NaN,NaN,927.3037109375,188.11245727539062,294.6206359863281,729.4091796875,478.9752502441406,405.465576171875,496.774169921875,2378.1591796875,NaN,246.53704833984375,241.10061645507812,428.34014892578125,313.1518249511719,215.4709930419922
P17987,TCP1,2105.349853515625,2950.138671875,2904.3779296875,2532.677490234375,9168.2783203125,3953.76953125,35332.31640625,33158.41015625,49048.09375,30402.83984375,31805.703125,26858.103515625,27758.974609375,33947.23046875,34708.75,32893.01953125,34293.015625,36009.2109375
P18031,PTPN1,861.6925659179688,493.324462890625,435.55535888671875,917.9717407226562,2786.174560546875,584.8443603515625,3270.11767578125,4029.53857421875,5767.99951171875,3877.351318359375,3773.096435546875,3825.063232421875,3350.404541015625,3132.073486328125,4163.8251953125,3631.6025390625,4602.94189453125,4288.6435546875
P18074,ERCC2,Filtered,Filtered,804.8775634765625,Filtered,145.7285614013672,NaN,13712.9560546875,12593.1533203125,14603.4150390625,11336.34375,11115.287109375,10711.6123046875,8977.0947265625,10382.244140625,10847.447265625,11171.0849609375,11715.8115234375,11300.177734375
P18077,RPL35A,25313.265625,19439.4453125,24922.31640625,21556.04296875,32538.078125,33296.49609375,29928.978515625,35668.87890625,41471.7109375,34578.05859375,28557.9140625,37336.04296875,21974.859375,24410.11328125,32842.203125,30599.642578125,33869.796875,28801.556640625
P18085,ARF4,1638.24462890625,6613.314453125,1819.6678466796875,2220.229248046875,8171.85888671875,4649.705078125,6035.4326171875,8448.4482421875,15234.1748046875,5217.13818359375,6468.4462890625,9743.12109375,9165.865234375,11771.3701171875,9599.9462890625,5122.31201171875,10558.5595703125,6793.47314453125
P18124,RPL7,57616.61328125,52832.44921875,58170.375,58979.5703125,100147.921875,86328.375,96141.6875,96165.9453125,117098.890625,98033.1015625,101234.8046875,100690.1953125,81247.53125,97587.828125,98898.6015625,103177.4453125,99258.6015625,101588.5078125
P18206,VCL,26381.982421875,25387.525390625,22874.77734375,19133.87890625,34330.9140625,25586.2421875,9080.23046875,15900.658203125,18638.30859375,15476.5166015625,16462.173828125,18615.634765625,14280.0439453125,15617.8232421875,8472.896484375,16847.9375,21321.4140625,21930.9375
P18583,SON,611.4854125976562,666.38623046875,1122.300537109375,434.6454772949219,826.0413818359375,704.7005615234375,6017.49267578125,6573.21826171875,6889.62841796875,6381.302734375,8025.5986328125,8093.2080078125,6795.005859375,7016.87548828125,7528.40283203125,8241.2802734375,7667.3115234375,9266.8486328125
P18615,NELFE,829.5874633789062,NaN,NaN,NaN,1498.9061279296875,768.0394897460938,26444.599609375,26286.65234375,32172.828125,25413.60546875,25800.46875,21661.796875,20751.251953125,27595.232421875,28798.25390625,24533.787109375,27259.048828125,28610.96484375
P18621,RPL17,33862.00390625,29175.57421875,42265.9453125,37122.0703125,79415.046875,55090.98046875,513633.78125,566970.5,573376.625,498622.3125,479777.6875,412819.28125,406996.28125,515540.0625,589256.75,482329.78125,535170.5,551012.875
P18754,RCC1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2096.79833984375,1459.378662109375,663.2286987304688,1827.2420654296875,1856.6822509765625,1368.9290771484375,1788.4453125,1724.6943359375,NaN,2254.488525390625,1054.6646728515625,1986.4498291015625
P18827,SDC1,2464.813720703125,2121.42041015625,3218.118896484375,2524.26953125,5383.3173828125,8385.08203125,7403.1162109375,7669.27099609375,10002.880859375,8224.9951171875,5920.9794921875,6154.2392578125,4042.047607421875,2962.71435546875,5898.30322265625,4942.82421875,5996.51611328125,1577.7374267578125
P18850,ATF6,288.1091003417969,Filtered,Filtered,Filtered,329.8004150390625,608.5934448242188,4418.13134765625,3994.181396484375,5649.27001953125,4592.01318359375,4263.85546875,3531.870361328125,3804.57666015625,4198.66357421875,4219.57861328125,4117.93798828125,3926.77587890625,3649.08251953125
P18859,ATP5PF,5520.8896484375,7680.86865234375,9484.7734375,4964.8701171875,20501.494140625,10429.8740234375,36268.5546875,37788.4296875,45279.8984375,35042.3984375,33525.421875,35766.4140625,31800.615234375,32613.169921875,41251.46875,36843.828125,36627.42578125,38078.46875
P18887,XRCC1,2041.1343994140625,841.3001708984375,1787.8154296875,1936.1466064453125,1988.4468994140625,1327.96923828125,19528.306640625,19288.28125,22717.810546875,21062.08203125,19978.111328125,16544.59375,15651.6171875,17800.60546875,18475.890625,19033.32421875,17385.42578125,18891.4453125
P19013,KRT4,7779.38427734375,Filtered,2073.324951171875,891.4568481445312,20077.169921875,Filtered,2303.625,4552.80224609375,1824.5228271484375,4596.20849609375,Filtered,Filtered,2417.29052734375,2507.020751953125,5592.8046875,8527.537109375,5476.5419921875,2861.541015625
P19022,CDH2,NaN,Filtered,431.8888244628906,NaN,2980.435791015625,Filtered,1854.3031005859375,1686.0242919921875,1640.928955078125,1560.240234375,1490.9359130859375,824.3658447265625,995.715087890625,789.4908447265625,483.94891357421875,1474.957763671875,1646.54736328125,Filtered
P19338,NCL,39862.15625,38343.59765625,45615.44921875,42231.5,103046.7265625,76381.8671875,2427312.5,2414557.25,2955719.25,2461650,2190256.25,2209717.25,1867090.125,2208682.5,2500651.75,2262868,2433928,2380331
P19387,POLR2C,Filtered,Filtered,Filtered,Filtered,Filtered,253.20587158203125,4307.482421875,2855.27001953125,4703.845703125,3041.572998046875,3189.845947265625,3160.96435546875,2656.929931640625,2738.9423828125,3017.501708984375,3551.702880859375,3190.70654296875,2627.80859375
P19388,POLR2E,9463.1318359375,416.1563720703125,1282.7247314453125,611.509033203125,2580.4619140625,902.3567504882812,49342.24609375,45863.72265625,62502.77734375,48842.03125,52432.4921875,41389.3203125,36197.55859375,42710.59375,40329.2890625,47362.84375,40767.203125,55411.17578125
P19404,NDUFV2,72.5859603881836,156.3917999267578,771.6793823242188,179.718505859375,2829.7646484375,758.0965576171875,8647.4443359375,11983.146484375,11512.4091796875,10041.5830078125,8606.587890625,5547.3076171875,3148.9228515625,8367.83203125,7288.619140625,4392.82275390625,7736.40185546875,6463.58642578125
P19447,ERCC3,Filtered,NaN,NaN,NaN,330.06121826171875,Filtered,4455.76171875,4787.759765625,6389.90380859375,4370.92333984375,4835.10986328125,3490.020751953125,3604.4404296875,4613.271484375,4591.08447265625,4078.3935546875,4409.44775390625,4492.36962890625
P19525,EIF2AK2,1109.14111328125,963.1931762695312,921.7637329101562,1119.6781005859375,1858.294921875,1475.3414306640625,39070.11328125,40897.91015625,49371.296875,42525.16796875,42823.31640625,40663.76953125,35022.75390625,38692.08203125,40973.5625,38154.95703125,38572.15625,44727.21484375
P19623,SRM,715.89013671875,Filtered,Filtered,NaN,6156.1748046875,Filtered,1032.13427734375,1841.39208984375,2320.126953125,1880.227783203125,2476.18701171875,2167.171875,1614.8175048828125,2447.281982421875,673.4015502929688,1309.4482421875,2552.34912109375,1972.153076171875
P19784,CSNK2A2,NaN,Filtered,Filtered,NaN,448.2386169433594,Filtered,192.0785369873047,748.8529052734375,740.5757446289062,1049.9918212890625,912.3286743164062,210.1209259033203,NaN,NaN,721.3521118164062,760.1273193359375,203.06077575683594,895.0592041015625
