PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[7] UNC13A_CE_1.raw.PG.Quantity,[8] UNC13A_CE_2.raw.PG.Quantity,[9] UNC13A_CE_3.raw.PG.Quantity,[10] UNC13A_CE_4.raw.PG.Quantity,[11] UNC13A_CE_5.raw.PG.Quantity,[12] UNC13A_CE_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
A0A1B0GUS4;P68036,UBE2L5;UBE2L3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,NaN,Filtered,Filtered,NaN,0.5816116333007812,NaN,NaN,NaN,NaN,NaN
Q05707,COL14A1,Filtered,NaN,Filtered,Filtered,Filtered,Filtered,1797.4345703125,2518.37646484375,2464.548828125,1701.873779296875,2660.02783203125,1590.681640625,1497.812744140625,986.7904052734375,1842.4791259765625,1139.8505859375,1044.2724609375,1451.53125
Q06265,EXOSC9,569.9010620117188,Filtered,599.9530029296875,Filtered,2264.511474609375,Filtered,5774.14111328125,7596.21142578125,9005.25,8455.904296875,7033.984375,6455.05322265625,5944.265625,4433.40283203125,5670.50732421875,6662.0556640625,5500.7978515625,6311.44189453125
Q06330,RBPJ,Filtered,NaN,Filtered,Filtered,418.5116271972656,753.2258911132812,7705.12841796875,7944.822265625,7904.0380859375,6643.4873046875,5867.2958984375,6314.150390625,6074.12060546875,7558.18408203125,8060.81689453125,7186.9228515625,7324.64306640625,7019.3837890625
Q06587,RING1,NaN,Filtered,419.14404296875,NaN,261.22894287109375,618.5765380859375,2511.260009765625,2312.7666015625,3368.779541015625,2415.788818359375,1709.080078125,1976.339111328125,1759.3975830078125,1810.200439453125,2772.404296875,1489.2347412109375,2370.22607421875,2386.240966796875
Q06787,FMR1,10268.189453125,9849.4541015625,11077.271484375,11555.9921875,15102.341796875,17823.275390625,95761.203125,104756.984375,122126.484375,107095.3671875,111301.46875,96642.8984375,88004.7421875,106419,105323.2734375,99595.078125,104495.296875,118516.4140625
Q06830,PRDX1,6696.953125,4205.3828125,10777.501953125,4973.71826171875,47766.6171875,5299.58935546875,23851.80859375,24358.220703125,35801.45703125,24872.9140625,24659.111328125,22164.544921875,29794.90625,32360.009765625,26941.970703125,26188.72265625,29411.51171875,30166.615234375
Q07020,RPL18,52763.93359375,46689.02734375,49280.87109375,48436.2421875,86844.546875,68962.3125,73059.5859375,79454.046875,83981.4453125,80243.7265625,78468.5234375,70412.6015625,61955.828125,70693.453125,76942.9453125,70581.640625,77945.3125,76004.6328125
Q07021,C1QBP,1645.138916015625,1296.37158203125,1715.455810546875,1253.542724609375,13303.5166015625,2108.65869140625,7434.359375,7440.44921875,9464.1142578125,7236.15673828125,6906.26025390625,7022.2236328125,6738.36474609375,8075.61572265625,7635.2734375,7950.6142578125,7331.54052734375,7075.853515625
Q07065,CKAP4,6968.177734375,6303.5771484375,9850.1171875,7118.80908203125,19315.705078125,13230.8671875,187846.390625,200711.203125,227498.84375,187059.84375,178584.328125,157118.03125,155771.546875,177133.6875,189844.171875,180349.453125,185005.1875,205471.765625
Q07157,TJP1,832.9940795898438,591.6826171875,707.9063720703125,904.6318969726562,1532.16064453125,1342.787353515625,13400.4697265625,13501.7763671875,15735.2265625,13147.8662109375,12930.677734375,11429.150390625,10989.6669921875,12147.8837890625,13759.1806640625,13345.419921875,13427.421875,14728.3134765625
Q07352,ZFP36L1,1390.2960205078125,3242.546875,4359.95751953125,2535.185791015625,1203.4140625,NaN,22239.521484375,10866.5439453125,19789.5,21492.029296875,13604.072265625,13730.970703125,11734.5009765625,18641.23046875,15294.2158203125,11201.099609375,10035.30078125,11096.2568359375
Q07666,KHDRBS1,3911.4169921875,3628.73681640625,3702.277099609375,3302.987548828125,5884.443359375,5274.38134765625,90540.2265625,92770.84375,109855.796875,100534.8046875,94531.5859375,102475.140625,78285.765625,92572.7109375,99254.125,94473.671875,96078.0703125,98727.7734375
Q07864,POLE,Filtered,Filtered,Filtered,Filtered,277.0498352050781,Filtered,5317.1201171875,5413.7490234375,7133.86279296875,4171.955078125,4861.16015625,4956.45751953125,2298.89501953125,4431.39697265625,4101.99951171875,3545.35107421875,4916.3955078125,4666.5517578125
Q07955,SRSF1,38204.01171875,34203.703125,41226.51953125,58333.31640625,102596.6484375,71187.59375,961561.125,983006.6875,1209554.125,1079705.125,1075268.25,1100428,899143.6875,1005054.5,966640.5625,1059098.125,985945.4375,1156104.625
Q08050,FOXM1,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,205.8332977294922,623.3239135742188,310.351318359375,NaN,494.00439453125,229.3640594482422,NaN,NaN,341.7866516113281,277.75689697265625,155.90902709960938,336.6604919433594
Q08170,SRSF4,16233.2548828125,15510.7763671875,29597.310546875,38197.00390625,49231.328125,29872.142578125,307967.75,299711.625,423930.5625,343066.78125,312857.5625,258362.15625,317694.15625,327812.4375,352756.40625,406395.53125,390004.84375,394668.8125
Q08188,TGM3,2697.904052734375,2041.6251220703125,1829.67333984375,Filtered,4076.271728515625,1511.525146484375,3280.070556640625,3739.290771484375,2960.4560546875,3944.695068359375,1596.5828857421875,Filtered,7001.18603515625,3775.436279296875,3893.729736328125,6244.5087890625,2800.47119140625,2465.46875
Q08211,DHX9,16678.8359375,14213.5244140625,15504.1884765625,15181.0771484375,29889.552734375,24064.962890625,414176.75,431731.8125,548581.375,450138.90625,455357.28125,406953.21875,343798.4375,420455.84375,434145.75,391701.375,419769.96875,455889.84375
Q08257,CRYZ,NaN,1995.744140625,NaN,213.5960693359375,2540.498291015625,1237.21240234375,30165.671875,31081.28515625,43503.875,33111.1328125,33503.2109375,31136.07421875,16704.533203125,27047.619140625,26585.216796875,26075.265625,26166.8671875,27091.123046875
Q08379,GOLGA2,1209.267822265625,1127.1436767578125,1071.07177734375,804.9012451171875,2542.46826171875,1232.4498291015625,41799.13671875,44153.984375,52938.0234375,44841.3203125,45858.33203125,38713.5390625,38651.1875,44438.4453125,44739.7890625,48186.01171875,43525.58203125,51886.21875
Q08380,LGALS3BP,963.9675903320312,Filtered,1216.43017578125,NaN,1976.480224609375,2880.3486328125,4899.5791015625,7622.35205078125,5101.74267578125,6259.86962890625,7170.44384765625,6518.7607421875,6694.24609375,6397.36767578125,4960.34619140625,6218.0859375,4599.39599609375,7918.5810546875
Q08426,EHHADH,1015.9503784179688,Filtered,Filtered,Filtered,5002.65234375,1452.432373046875,5132.5478515625,5582.74072265625,4878.28369140625,5625.20654296875,5332.11474609375,3376.232177734375,4196.49365234375,4043.57861328125,4278.25,4320.509765625,5015.06298828125,4263.32763671875
Q08554,DSC1,5938.822265625,2978.493408203125,5165.13134765625,3383.7109375,9114.5771484375,2344.990478515625,6184.11865234375,10513.6767578125,6630.5078125,4292.091796875,4164.20703125,1851.355712890625,12216.013671875,7125.54443359375,7851.96533203125,5702.7392578125,5867.1123046875,5482.68603515625
Q08945,SSRP1,2758.006591796875,2553.474365234375,3468.719482421875,3498.02685546875,11606.2373046875,7260.85546875,22892.802734375,23283.625,33489.14453125,26482.4375,23179.47265625,19581.15625,18357.19921875,23877.59375,22506.072265625,22862.5234375,24965.10546875,26805.5
Q08AD1,CAMSAP2,1245.7098388671875,4663.7109375,758.050048828125,1023.6680297851562,1103.6058349609375,862.7603759765625,9046.8271484375,8007.8876953125,11584.6962890625,8911.6044921875,8422.267578125,8262.8896484375,8296.890625,8979.1806640625,8513.0244140625,8251.5146484375,10230.671875,9038.7509765625
Q08AF3,SLFN5,Filtered,184.1436309814453,NaN,NaN,391.2295227050781,400.55426025390625,4802.767578125,5225.6611328125,6399.29296875,4714.30322265625,4886.06298828125,4591.09326171875,4368.7626953125,5475.5537109375,4941.90478515625,4779.6455078125,5256.74169921875,5819.84326171875
Q08J23,NSUN2,2847.1298828125,3054.9912109375,3517.142333984375,3195.166748046875,9976.3203125,4992.0498046875,391125.25,388888.84375,483627.25,394200.46875,379956.3125,345177.59375,305451.28125,361869.4375,373846.71875,354023.25,370004.125,389090.40625
Q09028,RBBP4,1961.3040771484375,2313.52685546875,1763.1712646484375,2040.0360107421875,3320.399169921875,1220.05908203125,13575.634765625,13597.1298828125,17015.771484375,14293.1171875,12371.2841796875,11753.50390625,13396.953125,12046.7626953125,15002.626953125,11567.54296875,14743.837890625,14813.630859375
Q09161,NCBP1,516.7213134765625,NaN,414.4423828125,Filtered,822.1875,645.7124633789062,16354.1943359375,15487.0908203125,20149.58984375,14858.6337890625,15180.8720703125,13032.8583984375,12423.6787109375,16342.24609375,15834.2060546875,13609.037109375,15899.568359375,17106.373046875
Q09472,EP300,3696.838134765625,3763.33740234375,4585.47998046875,4835.6396484375,7833.81982421875,9379.515625,19925.57421875,18658.93359375,22791.201171875,19546.2421875,17466.353515625,17599.078125,14911.71875,17412.228515625,18987.048828125,19495.4765625,18437.484375,20432.166015625
Q09666,AHNAK,42446.03515625,41653.6953125,54775.5078125,43248.62890625,125534.1796875,76660.5078125,3087770,2891000.5,3556156.25,2845738.5,2579827,2073755.25,2462130.25,3150394,3187855.25,2933811.75,2893990,2926006.5
Q0VDF9,HSPA14,2389.123046875,585.9202880859375,533.3543701171875,Filtered,987.1163330078125,1536.24951171875,19370.73046875,21692.361328125,27548.349609375,22151.90625,19054.08203125,17448.48046875,18576.994140625,21300.041015625,20354.044921875,21209.09765625,21423.892578125,24236.55078125
Q10469,MGAT2,1018.0424194335938,1007.618408203125,2948.324951171875,2501.19677734375,4877.22265625,2956.899658203125,10029.9462890625,10148.4091796875,15826.6357421875,10377.4609375,10471.267578125,9373.7080078125,10112.3125,11061.7783203125,10223.951171875,10901.4296875,9867.083984375,10896.3017578125
Q10471,GALNT2,4639.99560546875,4474.75537109375,6402.8212890625,2870.8388671875,15316.927734375,5503.87744140625,37291.87109375,37356.84765625,52945.46875,36264.6171875,35739.0078125,31206.314453125,30289.228515625,33039.77734375,37864.53515625,31975.482421875,38529,38053
Q10472,GALNT1,1795.489013671875,1124.2420654296875,2062.064453125,1803.1737060546875,6310.34716796875,3191.135009765625,11945.400390625,12075.0478515625,17971.322265625,12697.302734375,11928.8447265625,11883.2978515625,10678.7470703125,12780.3876953125,12127.923828125,11237.0908203125,10598.6767578125,13179.26171875
Q10570,CPSF1,NaN,Filtered,Filtered,NaN,Filtered,257.6059265136719,7149.47119140625,7100.76123046875,9366.8095703125,8192.0224609375,7640.1328125,6968.40478515625,5634.625,7419.32568359375,7158.41455078125,6631.69189453125,7172.5830078125,7715.36962890625
Q10589,BST2,2618.375732421875,2815.14794921875,2354.13720703125,2617.94921875,6854.47802734375,3266.494873046875,7042.388671875,7862.04736328125,9319.1591796875,7628.865234375,7936.576171875,7710.38671875,7172.62939453125,7888.64990234375,7756.171875,9342.0517578125,4811.26513671875,9952.5791015625
Q12770,SCAP,Filtered,Filtered,Filtered,Filtered,1456.5714111328125,Filtered,2227.80078125,2778.11767578125,3257.3271484375,2638.9052734375,2426.539794921875,2600.91943359375,1628.70947265625,3497.26953125,2809.1826171875,2674.5498046875,2881.480712890625,2442.068359375
Q12772,SREBF2,3194.25341796875,3217.200927734375,3166.528076171875,2882.28759765625,3413.2548828125,4276.880859375,8550.44921875,10001.0849609375,10722.2666015625,10285.7509765625,10267.0107421875,9957.7197265625,8425.146484375,8739.7783203125,9615.6171875,10110.7373046875,9598.958984375,11262.25
Q12788,TBL3,1032.14990234375,1833.4083251953125,1047.1806640625,NaN,1535.701171875,1104.6676025390625,11369.2822265625,11508.21875,13799.369140625,11941.40625,11065.609375,10441.8447265625,9657.61328125,11004.9462890625,11043.90234375,11121.6572265625,9990.833984375,12965.3251953125
Q12789,GTF3C1,NaN,1544.6248779296875,356.4427185058594,1909.540771484375,1476.8253173828125,723.7579956054688,10711.509765625,14095.5302734375,17824.134765625,12998.58203125,12613.453125,11818.9296875,11307.732421875,12975.171875,13876.2666015625,11151.072265625,12663.5,14312.5703125
Q12797,ASPH,7777.30859375,7061.02783203125,8187.39111328125,8092.39794921875,16082.134765625,13232.9287109375,270633.5,276434.53125,355973.96875,272183.25,281230.21875,258248.1875,233882.9375,280812.03125,297317.21875,291578.6875,279030.46875,303462.625
Q12802,AKAP13,4179.6875,398.8139343261719,2650.28955078125,7418.72412109375,6051.19287109375,5783.369140625,4277.54345703125,4550.68212890625,4840.99951171875,4354.88720703125,4340.92041015625,3942.536376953125,3178.8251953125,1724.18359375,4755.44384765625,3556.584716796875,4122.34521484375,4621.1220703125
Q12834,CDC20,3104.00830078125,2067.229248046875,3685.372802734375,2859.56103515625,4274.96142578125,5906.3525390625,37009.96484375,43990.1171875,54502.71875,46515.34765625,43595.890625,41880.234375,43903.36328125,51991.51953125,43342.26953125,53206.94140625,44297.96875,58728.87890625
Q12849,GRSF1,95111.1796875,7158.90673828125,9992.982421875,96195.203125,13825.6904296875,50999.71484375,458824.5,469243.75,688990.1875,520353.6875,432540.84375,507742.09375,407747.75,483158.8125,539657.9375,601226.625,532877.8125,631793.375
Q12857,NFIA,9963.8291015625,8289.5947265625,8379.146484375,9706.8193359375,13849.5263671875,10138.4609375,63346.9375,59292.609375,70637.4609375,61499.8671875,63931.76171875,53988.29296875,48245.6328125,59275.390625,53116.25390625,49160.9453125,51438.56640625,64146.421875
Q12872,SFSWAP,1388.3785400390625,1101.20458984375,912.671630859375,783.2546997070312,1950.1968994140625,1518.73046875,13115.65234375,13302.830078125,14429.958984375,15102.630859375,13318.25390625,12663.4658203125,11934.439453125,11608.0166015625,11970.2783203125,12204.8369140625,13832.57421875,11451.400390625
Q12873,CHD3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2803.536376953125,2641.400146484375,2715.3408203125,3443.755615234375,3960.396484375,2735.948974609375,2415.439208984375,2906.3291015625,2781.264404296875,3357.81103515625,2054.920166015625,2785.50537109375
Q12874,SF3A3,1190.0875244140625,1382.9337158203125,1253.71484375,1237.0897216796875,3578.4189453125,1980.220703125,19643.6484375,20473.259765625,21879.638671875,19687.84375,18387.302734375,17080.60546875,14743.876953125,16956.08984375,19633.53125,19211.880859375,17754.615234375,19781.31640625
Q12894,IFRD2,NaN,Filtered,Filtered,NaN,1966.370361328125,1730.3494873046875,10089.7392578125,9872.2626953125,13563.6669921875,10604.48828125,8748.5302734375,8259.482421875,7244.30322265625,9462.271484375,9012.0888671875,7991.83984375,9366.6806640625,9371.03125
Q12904,AIMP1,1083.6934814453125,1125.2662353515625,1375.0450439453125,1835.928955078125,3845.940673828125,3043.594970703125,189654.609375,181544.65625,223103.09375,185744.59375,178512.71875,170910.109375,155554.234375,162348.921875,175606.375,170911.671875,182611.203125,180508.203125
Q12905,ILF2,14144.689453125,14085.6494140625,14034.6455078125,13020.431640625,31469.853515625,22641.1171875,690171.75,728632.5625,947084.5,742801.125,750963.75,713543.125,511123.25,671394.1875,724191.6875,634836.5625,677021.625,740866.75
Q12906,ILF3,4444.212890625,3496.11669921875,3867.105224609375,3426.67529296875,7755.44873046875,6003.65625,214278.3125,225272.078125,269580.09375,222270.78125,227925.953125,204165.453125,170474.296875,204223.828125,218037.46875,204063.828125,206099.1875,231184.390625
Q12907,LMAN2,635.0731201171875,326.420654296875,1833.9290771484375,775.2811279296875,7863.20751953125,1166.8653564453125,4107.63623046875,4271.17626953125,6339.79541015625,4441.3037109375,2593.864990234375,3679.259765625,3103.9541015625,3181.807861328125,3213.2822265625,4667.06787109375,3782.74560546875,2301.696533203125
Q12929,EPS8,2395.085205078125,1899.0648193359375,2481.210205078125,2995.17724609375,3032.157958984375,2982.431640625,7154.953125,9827.771484375,13015.6337890625,8716.591796875,6308.26904296875,9419.251953125,9467.20703125,9853.173828125,8327.392578125,11537.375,8155.90673828125,10176.0390625
Q12962,TAF10,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,5015.83154296875,7352.26025390625,5919.0576171875,6701.0732421875,6424.4794921875,6420.17529296875,5156.470703125,6315.939453125,6693.39892578125,5060.5703125,6020.76806640625,7524.44482421875
Q12965,MYO1E,7500.57958984375,8071.7470703125,8159.59619140625,7202.79931640625,13100.404296875,9110.3740234375,21624.58984375,23668.1015625,28786.529296875,24330.025390625,22331.51953125,21243.08984375,16842.97265625,23996.23046875,24069.28125,22800.21484375,22942.359375,25084.861328125
Q12986,NFX1,Filtered,19604.861328125,NaN,Filtered,2632.486328125,169.17396545410156,8314.9765625,8304.072265625,9666.7099609375,8905.314453125,8650.0234375,8362.7978515625,7818.95751953125,8383.1162109375,9051.560546875,8653.85546875,8658.6513671875,10073.7021484375
Q12996,CSTF3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,23151.83203125,28770.166015625,30675.63671875,26411.54296875,23485.28515625,22518.6171875,18628.23828125,20789.865234375,25464.642578125,23103.388671875,22468.15625,23723.62890625
Q13011,ECH1,1645.3497314453125,1721.3963623046875,1383.132568359375,1677.4190673828125,3239.108642578125,2357.150390625,28359.6953125,31931.203125,34145.03125,28281.611328125,33035.390625,23812.482421875,28494.986328125,30865.0859375,29920.0859375,30883.3671875,30781.490234375,35757.93359375
Q13045,FLII,1289.9976806640625,1519.4603271484375,1226.54296875,1245.5931396484375,2566.001220703125,2235.029052734375,6318.693359375,6816.89306640625,9108.7451171875,6102.16748046875,5897.513671875,5021.83935546875,4437.83447265625,6667.4892578125,7496.64306640625,6003.97265625,6891.35986328125,7509.66259765625
Q13084,MRPL28,NaN,246.05465698242188,778.2797241210938,515.2263793945312,1819.2523193359375,991.9529418945312,8967.884765625,7452.61669921875,10450.234375,9062.986328125,6662.87158203125,5790.77099609375,5390.6279296875,5404.46044921875,6576.2783203125,5763.87109375,7341.08203125,5631.9443359375
Q13085,ACACA,127144.953125,139714.390625,162911.890625,134570.671875,194903.28125,124071.59375,139899.265625,151106.21875,182590.890625,149866.546875,154263.765625,144679.78125,121960.484375,147639.28125,148779.109375,138650.65625,143566.734375,160596.6875
Q13112,CHAF1B,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,2428.350341796875,2393.330810546875,2220.6640625,2707.9267578125,1586.3941650390625,1805.02783203125,986.0606689453125,1235.3328857421875,1742.8531494140625,1862.68994140625,1217.4932861328125,2698.4580078125
Q13118,KLF10,Filtered,Filtered,NaN,Filtered,Filtered,Filtered,2980.0517578125,3222.24609375,4786.916015625,3903.56494140625,1545.6849365234375,1688.4349365234375,2483.513671875,2416.8095703125,2105.045166015625,1762.143798828125,3101.713134765625,3356.20654296875
Q13123,IK,5015.20458984375,5477.27880859375,4417.16552734375,5802.880859375,11246.751953125,11120.16015625,159050.515625,165739.34375,204992.09375,172289.46875,159598.203125,143334.671875,157381.015625,169660.953125,169869.046875,191208.359375,175191.296875,189213.484375
Q13126,MTAP,Filtered,Filtered,Filtered,Filtered,2389.64697265625,Filtered,Filtered,Filtered,904.9141845703125,349.26361083984375,303.62158203125,567.1949462890625,1599.79736328125,1102.1446533203125,320.002197265625,Filtered,1093.54248046875,Filtered
Q13131,PRKAA1,1135.1319580078125,Filtered,Filtered,Filtered,1990.6190185546875,Filtered,10996.2158203125,10128.8857421875,14712.6953125,9531.9169921875,11295.474609375,6935.32373046875,6485.4755859375,8081.01123046875,8980.0927734375,8094.369140625,7817.23974609375,8818.68359375
Q13136,PPFIA1,3400.30810546875,2016.4794921875,2376.068115234375,2447.9052734375,1245.5518798828125,3033.128173828125,8819.0947265625,8635.244140625,10537.7138671875,8011.63671875,7693.01171875,6841.9306640625,7089.68896484375,8005.7001953125,7570.1787109375,8049.357421875,7782.775390625,8654.3486328125
Q13144,EIF2B5,3571.412353515625,4988.37255859375,3263.011962890625,2236.489990234375,Filtered,Filtered,8311.033203125,8203.318359375,10711.2861328125,16885.76171875,6108.90087890625,10063.109375,7551.6171875,6682.65234375,6839.86767578125,6330.62109375,7016.02734375,13615.529296875
Q13148,TARDBP,2891.65087890625,2143.086669921875,3141.73681640625,1343.5751953125,4968.8076171875,1834.5184326171875,215838.578125,207157.515625,292962.40625,224425.125,247106.84375,250407.6875,214724.125,249189.96875,239661.359375,225799.1875,224281.40625,264747.84375
