PG.ProteinGroups,PG.Genes,[1] ctrl_1.raw.PG.Quantity,[2] ctrl_2.raw.PG.Quantity,[3] ctrl_3.raw.PG.Quantity,[4] ctrl_4.raw.PG.Quantity,[5] Halo_1.raw.PG.Quantity,[6] Halo_2.raw.PG.Quantity,[7] Halo_3.raw.PG.Quantity,[8] Halo_4.raw.PG.Quantity
P41236;Q6NXS1,PPP1R2;PPP1R2B,6257.87109375,NaN,4150.1044921875,NaN,NaN,NaN,NaN,NaN
P41240,CSK,72758.7734375,83366.640625,88369.65625,74365.515625,83049.796875,85892.1640625,91134.0390625,81693.515625
P41250,GARS1,158639.15625,153717.78125,150925.359375,133934.765625,119805.640625,123543.8046875,114188.9453125,109062.7578125
P41252,IARS1,45391.390625,41032.515625,39510.5390625,42195.09765625,37146.8203125,44256.19921875,38544.34765625,41037.9765625
P41732,TSPAN7,17934.74609375,17169.470703125,10610.4150390625,12944.09375,11730.9130859375,9239.8291015625,4721.59326171875,4255.197265625
P41743,PRKCI,25275.171875,22931.671875,14969.9912109375,22021.64453125,16810.94140625,17579.990234375,13626.515625,8530.84375
P42025,ACTR1B,1953353.5,2204884.75,1199504.625,21859.283203125,7237.23779296875,9968.3310546875,16672.435546875,108096.5703125
P42167,TMPO,63592.5546875,54787.484375,54453.28125,59126.57421875,43867.84375,52341.36328125,68663.828125,43757.55859375
P42229;P51692,STAT5A;STAT5B,2058.068603515625,5821.6064453125,4238.7392578125,1929.9869384765625,NaN,NaN,NaN,NaN
P42285,MTREX,5200.46044921875,3165.218994140625,NaN,3505.658203125,NaN,NaN,3380.62451171875,NaN
P42336,PIK3CA,22820.4140625,23101.974609375,23872.21875,21401.51171875,22493.177734375,24322.859375,24711.62890625,21179.828125
P42345,MTOR,96532.4296875,100543.3828125,93704.3203125,87880.5078125,86971.453125,101717.453125,104176.9296875,98653.0078125
P42356,PI4KA,47582.6875,44461.7578125,42187.7578125,38603.3984375,36161.26953125,42926.98828125,42116.359375,44328.0078125
P42357,HAL,NaN,NaN,NaN,5941.61083984375,3725.1982421875,NaN,NaN,NaN
P42574,CASP3,NaN,NaN,19693.599609375,26439.640625,33205.8203125,30320.8984375,38820.48828125,26874.50390625
P42677,RPS27,87852.171875,13268.736328125,90297.703125,10435.8642578125,5141.02490234375,3134.58056640625,NaN,5378.64208984375
P42684,ABL2,14003.4990234375,11368.95703125,14569.064453125,10555.1552734375,5769.47607421875,5389.50634765625,7176.4521484375,4259.849609375
P42704,LRPPRC,48995.1796875,44758.41796875,48603.24609375,40745.3671875,43409.39453125,50868.53125,57404.96875,55210.78125
P42766,RPL35,79600.1484375,5101.822265625,13898.25390625,8633.8779296875,6582.17041015625,15809.892578125,13164.8095703125,23188.921875
P42830,CXCL5,28867.09765625,27591.314453125,13387.455078125,NaN,13912.439453125,14689.650390625,16043.6533203125,17236.509765625
P42858,HTT,6263.92919921875,5185.4853515625,6090.47607421875,5391.30126953125,2416.32568359375,2918.153564453125,3027.466552734375,2235.3115234375
P43007,SLC1A4,6532.224609375,17264.48828125,12721.2685546875,NaN,4564.2265625,4298.48779296875,15322.54296875,NaN
P43034,PAFAH1B1,22742.92578125,8173.2392578125,11205.4931640625,5420.9189453125,3290.6376953125,1264.69091796875,5379.44921875,3764.74365234375
P43243,MATR3,70656.921875,63448.1640625,65205.61328125,70359.15625,57760.22265625,60665.703125,69105.421875,66668.046875
P43246,MSH2,24067.974609375,35139.47265625,25801.36328125,35966.15234375,26546.783203125,31938.634765625,30072.224609375,47142.77734375
P43304,GPD2,14034.677734375,10718.40234375,12184.96484375,11590.1923828125,11318.443359375,13287.5947265625,13765.4814453125,7097.89501953125
P43378,PTPN9,229311.46875,219322.359375,199859.140625,218040.859375,179968.046875,190326.03125,194317.875,168763.5
P43487,RANBP1,37752.5859375,34076.98828125,30546.533203125,31983,31261.787109375,32146.791015625,38472.59375,34063.1875
P43490,NAMPT,51134.48828125,50957.06640625,50299.53515625,44048.7578125,40231.0625,46740.25390625,55368.13671875,57515.28515625
P43686,PSMC4,32614.52734375,29439.994140625,38881.671875,32107.396484375,21990.5859375,25923.16796875,25271.3671875,22686.990234375
P45880,VDAC2,212642.921875,255545.671875,221086.015625,264018.90625,181283.609375,285010.90625,297442.84375,364235.84375
P45954,ACADSB,24270.0703125,2711.3408203125,6655.83203125,7676.71826171875,4035.54931640625,10031.9619140625,5523.349609375,4756.720703125
P45973,CBX5,59703.3046875,61552.58984375,61832.0859375,46014.60546875,31489.50390625,33938.296875,38005.203125,41843.21484375
P45974,USP5,133077.71875,120432.8828125,123446.0625,109745.6640625,107561.6328125,110453.875,126743.1171875,95274.9765625
P45983,MAPK8,13217.830078125,13783.1806640625,14834.3974609375,13157.5966796875,13309.5478515625,11158.48046875,15204.4814453125,11765.2158203125
P45984,MAPK9,31335.080078125,49411,37734.90234375,41699.453125,20648.8671875,15559.0576171875,12521.7041015625,10642.953125
P45985,MAP2K4,28746.078125,20672.05859375,24529.724609375,19554.63671875,19266.95703125,23535.25,28183.36328125,23480.16796875
P46060,RANGAP1,8615.9638671875,11830.6337890625,6864.291015625,6429.96044921875,7567.34521484375,7906.10107421875,7650.63134765625,2940.820068359375
P46063,RECQL,6390.7646484375,8809.748046875,6027.330078125,8123.77197265625,4039.966796875,5568.244140625,5357.578125,4132.16259765625
P46100,ATRX,1816.791015625,NaN,1336.6666259765625,604.9042358398438,NaN,2198.34130859375,2091.542724609375,4405.98046875
P46109,CRKL,83671.859375,85989.765625,76727.59375,61131.86328125,81828.84375,97415.09375,113843.4453125,76946.7265625
P46379,BAG6,3.3823065757751465,0.44910958409309387,NaN,0.8866653442382812,NaN,NaN,1.1995608806610107,NaN
P46459,NSF,231852.328125,219304.296875,220211,192233.65625,145283.125,182064.546875,221208.375,196479.59375
P46776,RPL27A,272628.28125,238873.484375,254256.296875,217141.640625,291058.46875,296502.71875,303904.125,264518.15625
P46777,RPL5,27722.53125,32475.052734375,34226.78125,28732.36328125,19685.6484375,18777.716796875,16427.716796875,20557.03515625
P46778,RPL21,30163.841796875,33202.48828125,26666.984375,22483.05859375,18691.45703125,15033.642578125,20421.376953125,25266.423828125
P46779,RPL28,76905.1328125,8511.169921875,12458.6279296875,8771.5712890625,3273.356201171875,10880.46875,6786.189453125,22895.865234375
P46781,RPS9,163276.59375,167127.625,136277.78125,175151.890625,177599.234375,196581.21875,200787.859375,201185.296875
P46782,RPS5,198465.28125,21665.236328125,32978.22265625,34020.28125,10321.359375,26466.71484375,8734.4521484375,18353.1640625
P46783,RPS10,129428.625,163761.328125,192128.9375,128221.6796875,102492.890625,135245.34375,133272.546875,165308.765625
P46821,MAP1B,467395.21875,479261.09375,447707.375,440764.6875,390773.59375,460924.3125,473987.15625,636014
P46939,UTRN,44282.0390625,42393.83984375,42437.9609375,40024.61328125,26343.98828125,32967.4453125,26729.451171875,40413.38671875
P46940,IQGAP1,34657.2578125,41103.58203125,33914.50390625,35653.3515625,29267.412109375,34289.7421875,30988.1875,33654.796875
P46977,STT3A,78846.59375,63919.32421875,68452.7421875,68979.0078125,45651.1640625,38991.87109375,52677.3515625,55283.0546875
P47755,CAPZA2,213419.140625,157798.34375,185901.5,131412.203125,124858.8203125,155815.875,181683.34375,127969.984375
P47756,CAPZB,668375.4375,670274.9375,621815.4375,495145.78125,463527.4375,500835.84375,559099.3125,487107.53125
P47897,QARS1,15453.6064453125,21890.271484375,22111.515625,18339.619140625,10410.2021484375,16408.671875,15222.80078125,17455.1484375
P47914,RPL29,286126.0625,242295.625,343873.84375,231684.359375,147924.390625,149307.75,156847.25,207354.84375
P47985,UQCRFS1,72365.6875,62785.04296875,78669.578125,74108.0546875,68853.2421875,75046.390625,79002.7421875,68199.796875
P48047,ATP5PO,545917.8125,535290.875,506644.09375,457394.5625,367997.5,436469.34375,406902.375,474990.0625
P48059,LIMS1,7060.0986328125,3902.67529296875,5573.43408203125,5913.9951171875,3900.20703125,4784.74609375,7685.8935546875,4655.12255859375
P48147,PREP,7502.47216796875,7036.79541015625,7676.4345703125,7971.3017578125,5169.36474609375,5275.9287109375,5107.1669921875,2112.18505859375
P48382,RFX5,1054668.375,721011.875,865086.75,585439.1875,567909,536183.75,478058.8125,390462.46875
P48426,PIP4K2A,23530.912109375,18456.056640625,18984.94140625,19798.328125,15356.1630859375,16251.0146484375,19306.0859375,21190.298828125
P48444,ARCN1,21306.142578125,21556.76953125,17571.677734375,18087.322265625,12221.037109375,13771.7958984375,15523.6376953125,17642.427734375
P48449,LSS,29998.087890625,23629.228515625,26977.203125,32489.087890625,24484.287109375,22720.16015625,25440.353515625,17481.947265625
P48556,PSMD8,43405.96875,28403.642578125,36511.09765625,24271.4453125,13083.4296875,12960.15234375,21794.572265625,18720.79296875
P48634,PRRC2A,2525.447265625,1409.7940673828125,2142.265380859375,2190.17724609375,2711.279541015625,1395.3447265625,1461.251220703125,2180.551513671875
P48643,CCT5,136636.3125,135820.46875,129854.8125,118205.5546875,110072.640625,133394.53125,124084.0078125,118379.0625
P48651,PTDSS1,15275.5322265625,14923.8544921875,11230.0888671875,16148.8427734375,12070.701171875,10530.9111328125,18193.134765625,22496.23828125
P48681,NES,35534.0234375,43143.54296875,41278.9140625,23775.166015625,17170.09375,15681.548828125,14390.0009765625,18536.80859375
P48728,AMT,9728.56640625,11035.0263671875,11368.005859375,7105.80810546875,5975.53564453125,6594.63427734375,6614.62841796875,5629.17236328125
P48729,CSNK1A1,41902.4453125,49964.1953125,42833.40234375,34845.41015625,27721.009765625,35898.078125,35438.00390625,42804.8359375
P48730,CSNK1D,15053.3291015625,13735.2451171875,13028.0673828125,12299.3525390625,11400.2646484375,13211.716796875,14889.4208984375,10367.3095703125
P48735,IDH2,230332.296875,202188.21875,215728.96875,211762.15625,168682.5,181304.359375,195444.90625,199951.0625
P48751,SLC4A3,3009.951171875,2907.843505859375,3477.4541015625,NaN,796.2264404296875,NaN,NaN,NaN
P49006,MARCKSL1,5980.5390625,3659.26318359375,2159.87841796875,3558.43017578125,1.1692581176757812,2963.2099609375,2381.6494140625,4739.88525390625
P49023,PXN,6141.0791015625,9540.240234375,9486.2490234375,6722.53857421875,4234.3125,2294.041259765625,2011.8031005859375,1503.08447265625
P49189,ALDH9A1,27861.91015625,29819.193359375,23552.517578125,23619.765625,12519.4384765625,19039.208984375,16829.03125,18379.310546875
P49207,RPL34,74379.9375,5597.14111328125,46748.87109375,6090.6416015625,5700.9140625,4449.55126953125,5146.4306640625,6644.67333984375
P49257,LMAN1,5942.80078125,3681.994140625,3261.463623046875,5455.71826171875,3778.71533203125,4768.8935546875,2200.072509765625,3629.323486328125
P49327,FASN,296773.46875,269359.0625,274956.9375,252031.1875,222513.109375,259557.5,290023.5,251408.15625
P49336;Q9BWU1,CDK8;CDK19,8400.826171875,6335.82861328125,6551.8212890625,NaN,NaN,NaN,NaN,NaN
P49354,FNTA,11471.19140625,13648.19140625,11224.984375,10347.763671875,10452.734375,11286.51953125,9978.4912109375,11475.6005859375
P49356,FNTB,7951.48779296875,9322.5654296875,3837.17626953125,5872.892578125,7287.42333984375,9183.8125,14045.00390625,11296.53515625
P49366,DHPS,5431.91650390625,7513.587890625,8661.7080078125,7943.97314453125,4817.82763671875,6253.02685546875,6243.2392578125,6470.34423828125
P49368,CCT3,293391.25,273939.5,293143.78125,276377.25,231390.921875,234028.46875,234924.6875,236639.453125
P49407,ARRB1,28003.150390625,18846.306640625,21990.154296875,21368.78125,23676.744140625,17572.025390625,16688.31640625,9699.1396484375
P49411,TUFM,422725.21875,316766.6875,337338.8125,306165.96875,297465.78125,353128.625,354547.96875,353469.1875
P49418,AMPH,18661.9296875,24017.29296875,24431.375,17137.880859375,19569.8671875,30849.96484375,24881.1796875,22076.99609375
P49419,ALDH7A1,164545.953125,134444.921875,145617.515625,143052.5,97161.8515625,91034.1328125,108677.7265625,100972.6640625
P49441,INPP1,12976.7802734375,10211.8359375,10064.2109375,5821.70556640625,2224.7236328125,6374.36328125,3182.80224609375,1965.8018798828125
P49458,SRP9,205644.734375,226192.078125,185684.09375,218831.515625,117418.7109375,169862.203125,170226.5,166804.234375
P49459,UBE2A,14468.4873046875,13452.8662109375,12873.9560546875,12620.5068359375,7125.60791015625,9205.861328125,11684.171875,10832.19140625
P49588,AARS1,18566.578125,12597.1435546875,16084.9833984375,11519.638671875,13578.63671875,12740.849609375,15960.19921875,14450.140625
P49589,CARS1,96337.984375,94527.1484375,104692.28125,84073.640625,108841.234375,102328.71875,129767.5625,89852.6171875
P49591,SARS1,19160.126953125,19215.70703125,15512.1396484375,19991.453125,13974.716796875,15714.310546875,17737.107421875,15507.5166015625
P49593,PPM1F,9881.5302734375,7547.369140625,6557.7587890625,8552.1630859375,6671.607421875,4940.29736328125,6044.12109375,2554.0302734375
P49674,CSNK1E,74863.578125,69690.609375,76502.1171875,74466.4296875,60479.625,63766.30078125,72341.9140625,69939.1875
P49720,PSMB3,10937.306640625,7297.48681640625,8826.2548828125,7595.771484375,11151.296875,11189.767578125,5329.76513671875,6886.41650390625
P49721,PSMB2,8736.6083984375,7253.70166015625,8830.9345703125,37969.96484375,NaN,NaN,NaN,3802.81005859375
P49750,YLPM1,17327.37890625,15168.1123046875,17740.078125,17565.66015625,10740.3369140625,10854.0419921875,10912.75390625,6976.04931640625
P49754,VPS41,9779.6318359375,5788.7626953125,9445.7080078125,4631.53466796875,5174.83935546875,6678.2822265625,2737.715087890625,1978.79345703125
P49755,TMED10,24735.564453125,21349.23828125,21134.802734375,21450.83984375,19026.734375,20460.66015625,25012.474609375,21248.3828125
P49756,RBM25,77406.7734375,58624.4296875,66567.96875,68224.2265625,43859.890625,46082.27734375,47210.51171875,44690.98828125
P49757,NUMB,5512.5654296875,4777.376953125,5891.45263671875,4376.85400390625,2883.55908203125,3997.3583984375,2417.362548828125,4419.880859375
P49759,CLK1,12870.05078125,13003.4111328125,11375.306640625,11119.3974609375,6937.77392578125,9759.0859375,9193.455078125,10091.005859375
P49761,CLK3,7967.1650390625,2027.4185791015625,2793.77978515625,4025.6533203125,NaN,1322.8175048828125,NaN,3823.80419921875
P49770,EIF2B2,11110.7373046875,7713.35009765625,10003.2470703125,14102.69921875,11161.318359375,6263.326171875,12606.4970703125,12779.2001953125
P49773,HINT1,47677.0703125,26579.796875,12777.755859375,28231.384765625,8796.1279296875,7197.46240234375,7741.95166015625,9736.20703125
P49792,RANBP2,NaN,3740.6640625,3182.32861328125,2260.168212890625,NaN,NaN,NaN,NaN
P49802,RGS7,7896.701171875,NaN,6658.5009765625,4169.61328125,NaN,2399.22998046875,2686.652099609375,1812.129638671875
P49815,TSC2,17622.9296875,22655.25390625,19439.654296875,23677.5546875,18619.734375,19297.875,22106.57421875,24474.568359375
P49821,NDUFV1,161029.921875,160012.59375,171381.8125,133004.984375,95118.9765625,91939.4453125,83070.28125,79170.703125
P49840,GSK3A,41536.828125,35258.92578125,33705.078125,30437.1875,36068.3984375,30758.482421875,33405.890625,31743.26953125
P49841,GSK3B,291458.0625,262652.71875,273004.15625,221570.46875,218645.828125,288236.6875,219425.46875,203371.21875
P49902,NT5C2,61882.23046875,57377.609375,53480.62890625,56985.71875,40639.9921875,46155.95703125,52399.84375,46830.73828125
P49915,GMPS,40130.296875,40032.3828125,33320.921875,31321.44140625,23996.5703125,37257.11328125,32533.611328125,28574.158203125
P49959,MRE11,426.23980712890625,1083.39013671875,NaN,NaN,NaN,NaN,NaN,NaN
P50148,GNAQ,16840.2890625,15018.6884765625,17353.833984375,18264.564453125,14896.8505859375,16790.6171875,18631.013671875,16244.28125
P50213,IDH3A,4090.07568359375,3104.485595703125,3471.265625,4880.5439453125,2465.9697265625,4134.00634765625,4751.7333984375,4946.3427734375
P50336,PPOX,9666.70703125,8821.4833984375,9613.552734375,8112.37744140625,4869.07421875,6042.2138671875,5553.94384765625,6183.94384765625
P50395,GDI2,26218.837890625,23699.111328125,24415.724609375,27440.427734375,14038.44921875,17964.29296875,21208.833984375,22741.037109375
P50402,EMD,23672.15234375,19111.533203125,18902.8515625,19186.80859375,13905.0009765625,16643.181640625,16933.984375,15183.560546875
P50453,SERPINB9,250394.9375,193714.65625,206293.34375,198593.078125,165600.9375,175418.484375,180188.5,182019.765625
P50502;Q8NFI4,ST13;ST13P5,34151.9453125,45211.68359375,29904.7734375,40033.4375,26307.806640625,31338.58203125,34605.1328125,25908.3046875
P50542,PEX5,9607.1435546875,8653.087890625,12768.859375,9011.751953125,8123.51953125,8995.59375,9489.75390625,5084.986328125
P50552,VASP,8843.3427734375,10596.7197265625,8469.373046875,6052.4150390625,NaN,5875.14794921875,4151.51611328125,NaN
P50570,DNM2,10734.6845703125,5433.86376953125,10242.30859375,5845.11474609375,6678.75439453125,4672.02783203125,6077.365234375,6853.78662109375
P50579,METAP2,19077.357421875,14146.14453125,19327.0546875,18970.03515625,16556.5703125,10783.7744140625,10777.7900390625,9569.978515625
P50607,TUB,9054.703125,7900.68017578125,8276.6455078125,6955.58544921875,6383.22705078125,5258.580078125,4847.22265625,8224.3525390625
P50749,RASSF2,4007.1748046875,2697.23583984375,1550.5125732421875,2211.18310546875,NaN,NaN,NaN,NaN
P50897,PPT1,10802.2080078125,15595.7900390625,9926.583984375,10189.8134765625,5590.294921875,9153.837890625,8789.6123046875,8713.76171875
P50914,RPL14,90974.0546875,100124.484375,114226.1484375,72864.015625,58124.71484375,62558.4140625,78934.9140625,97336.75
P50990,CCT8,186983.9375,172104.609375,169277.921875,168234.171875,142716.8125,156693.453125,154123.5625,154130
P50991,CCT4,136211.734375,136256.59375,128762.1015625,132966.671875,113343.9375,121887.3671875,139260.96875,144440.90625
P51114,FXR1,13510.30078125,15253.6142578125,12543.794921875,13014.0751953125,14722.2607421875,14067.3662109375,13524.20703125,13111.3857421875
P51116,FXR2,15723.65625,19212.029296875,23568.740234375,19670.779296875,22897.74609375,22173.47265625,19387.00390625,7715.41796875
P51148,RAB5C,13555.546875,5576.939453125,4664.716796875,7791.95556640625,8038.5,6099.90234375,6917.154296875,9216.3388671875
P51149,RAB7A,64898.59765625,56703.4765625,58832.03125,56846.88671875,45998.7109375,49902.90234375,52745.1953125,48919.109375
P51151,RAB9A,21304.5625,18992.013671875,17992.306640625,23432.251953125,8537.708984375,13345.7158203125,18714.2421875,18571.6875
P51398,DAP3,4836.48974609375,8069.2822265625,5591.7275390625,7462.15087890625,5613.73779296875,8012.3212890625,6099.10986328125,8365.142578125
