PG.ProteinGroups,PG.Genes,[1] ctrl_1.raw.PG.Quantity,[2] ctrl_2.raw.PG.Quantity,[3] ctrl_3.raw.PG.Quantity,[4] ctrl_4.raw.PG.Quantity,[5] Halo_1.raw.PG.Quantity,[6] Halo_2.raw.PG.Quantity,[7] Halo_3.raw.PG.Quantity,[8] Halo_4.raw.PG.Quantity
P20700,LMNB1,26938.990234375,24412,21464.748046875,24436.849609375,15385.8837890625,14774.951171875,15166.5859375,11554.4873046875
P20783,NTF3,8297.0625,5534.46875,9781.3720703125,5774.74169921875,3529.38525390625,3123.05419921875,NaN,NaN
P20839,IMPDH1,14166.8779296875,16646.802734375,11958.603515625,11459.56640625,9831.982421875,9573.8642578125,16151.0751953125,12229.3515625
P21127;Q9UQ88,CDK11B;CDK11A,80753.9609375,69744.4140625,74782.4765625,71471.4140625,53632.734375,63839.1171875,70912.828125,73749.4375
P21266,GSTM3,74427.8828125,72794.1015625,71055.3359375,59984.73046875,42490.75,54536.296875,49807.7421875,56598.73046875
P21281,ATP6V1B2,380565.78125,363377.4375,353287.65625,309195.3125,336663.1875,376449.40625,414714.25,337270.6875
P21283,ATP6V1C1,29902.3984375,35327.18359375,32178.908203125,29024.041015625,26197.896484375,32494.81640625,35766.5390625,23199.783203125
P21359,NF1,43407.359375,43083.109375,41371.08984375,36159.72265625,33159.3828125,40049.13671875,39622.8125,43597.15625
P21554,CNR1,10140.66015625,9267.171875,9310.6982421875,9224.18359375,4450.9453125,8017.93896484375,9117.0849609375,7845.68701171875
P21579,SYT1,179048.015625,187076.453125,190197.71875,183407.953125,208545.890625,233810.96875,235513.9375,276364.75
P21796,VDAC1,104727.6796875,87682.140625,95907.71875,94172.0625,71421.3046875,83201.0703125,89768.515625,105239.2109375
P21912,SDHB,53181.46875,70506.5703125,71221.5546875,67804.8203125,68506.7265625,75632.625,87594.90625,63388.625
P21964,COMT,15144.6318359375,10887.912109375,17921.603515625,NaN,NaN,NaN,NaN,NaN
P22059,OSBP,8740.2294921875,9660.2119140625,8245.4296875,6546.0517578125,7861.15283203125,9997.0732421875,NaN,NaN
P22061,PCMT1,274538.875,233066.484375,318675.84375,343945.75,317712.59375,379446.65625,354549.40625,363952.84375
P22087,FBL,17550.533203125,17340.12890625,19149.359375,14810.4443359375,11466.8466796875,13718.5400390625,15237.8046875,12223.29296875
P22102,GART,131236.875,108013.84375,142866.71875,108458.9609375,91572.9140625,107533.6171875,108445.1171875,86254.4921875
P22234,PAICS,21179.966796875,21020.73046875,24143.2734375,21634.751953125,17857.02734375,16453.517578125,15330.60546875,17631.54296875
P22314,UBA1,61713.15234375,54305.37890625,66856.734375,55626.7421875,37166.5625,39544.28125,43160.27734375,40065.36328125
P22392,NME2,102157.4921875,96376.8671875,112557.3828125,96679.6875,84635.515625,78360.0703125,73463.5,69612.296875
P22626,HNRNPA2B1,96572.1484375,97074.7578125,120691.796875,95447.890625,120392.3125,141004.015625,149976.875,161225.421875
P22681,CBL,18383.609375,12253.0634765625,14777.7724609375,12333.5283203125,9577.73046875,11974.578125,8145.36962890625,11314.86328125
P22694,PRKACB,112289.625,136274.859375,116733.9921875,119428.5,113717.8046875,105089.515625,114485.921875,115613.171875
P22695,UQCRC2,94395.5,100273.3828125,114477.7421875,108114.390625,96326.3984375,112544.390625,115593.6484375,132233.3125
P22830,FECH,8051.974609375,6792.79150390625,7082.2724609375,9700.689453125,7062.52587890625,7835.25537109375,9475.2275390625,8238.3603515625
P23141,CES1,10297.1484375,9758.7666015625,8083.87060546875,9046.142578125,5036.6923828125,9598.71875,8186.9873046875,8234.83203125
P23193,TCEA1,15012.810546875,15133.4541015625,12131.1630859375,19879.30859375,14496.3544921875,12663.6552734375,10925.94921875,12525.296875
P23246,SFPQ,44164.05859375,34437.41796875,56933.44921875,36438.71484375,28275.462890625,37214.28515625,31020.748046875,30630.923828125
P23258;Q9NRH3,TUBG1;TUBG2,20340.3125,28683.140625,23761.1953125,17845.619140625,18009.439453125,17795.640625,9864.08984375,7865.50732421875
P23284,PPIB,1446759.625,1604112,1386208.375,1568739.25,1094233.625,1360059.125,1488340.75,1561035.375
P23352,ANOS1,23434.41015625,245.96627807617188,1921.8963623046875,637.5787963867188,NaN,NaN,2659.1865234375,NaN
P23381,WARS1,53111.125,52229.3359375,52141.59765625,42713.07421875,54783.76953125,51824.80078125,60408.8828125,49714.87109375
P23396,RPS3,446863.03125,389092.3125,440334.84375,373911.1875,339375.53125,379278.28125,466410.65625,467300.15625
P23458,JAK1,2124.797119140625,949.53662109375,5194.7001953125,2497.4990234375,NaN,2369.910400390625,522.688720703125,1320.4052734375
P23468,PTPRD,16926.392578125,12177.302734375,6674.6953125,11037.7734375,7420.19384765625,11407.154296875,11338.85546875,12627.876953125
P23526,AHCY,49539.34765625,47093.96484375,45542.73828125,39154.64453125,26601.291015625,40190.1953125,32585.21484375,33463.19921875
P23528,CFL1,617812.1875,712402.625,556021.5,470574.21875,439034.34375,595817.8125,553044.75,676256.8125
P23588,EIF4B,57630.1875,66004.4453125,51050.2421875,56269.4921875,34128.046875,19179.86328125,23557.05078125,23178.75
P23634,ATP2B4,4535.2685546875,5978.166015625,6591.1396484375,4641.87451171875,6687.408203125,4511.4609375,5880.51171875,5252.271484375
P23921,RRM1,4422.75439453125,5727.59130859375,4532.13427734375,4647.921875,3728.5419921875,5069.072265625,3760.46142578125,3722.889892578125
P24390,KDELR1,57067.48828125,95203.1953125,66969.0234375,71296.359375,27863.923828125,52773.9921875,56771.48828125,56958.6171875
P24534,EEF1B2,98902.578125,80353.375,96117.4375,82090.3828125,94251.1875,82702.1171875,95791.890625,97661.3671875
P24539,ATP5PB,118569.421875,129709.7890625,105669.7578125,98327.1796875,63874.265625,78912.9296875,74410.1953125,72067.828125
P24666,ACP1,150082.984375,114115.0625,133040.328125,123632.8046875,101757.2109375,96764.2421875,106099.6328125,108047.1953125
P24752,ACAT1,116985.2734375,52659.9375,83174.8125,53237.15625,41706.515625,52391.28125,61372.8046875,60201.16015625
P24928,POLR2A,8044.31494140625,2458.788818359375,1101.3330078125,4370.33056640625,3660.521728515625,2179.86328125,1555.54931640625,NaN
P25054,APC,3852.36376953125,2420.087158203125,2877.804443359375,NaN,30987.19921875,NaN,NaN,NaN
P25098,GRK2,4774.5791015625,3155.45849609375,3229.52099609375,3315.83154296875,2065.02978515625,1818.79541015625,2089.57861328125,3479.94482421875
P25205,MCM3,15262.7314453125,14273.1943359375,6081.2685546875,11340.4677734375,9673.326171875,7058.32275390625,9738.6318359375,5708.00927734375
P25398,RPS12,78279.7109375,108931.78125,101369.625,56617.6171875,102398.140625,78242.09375,23779.771484375,NaN
P25490,YY1,20569.69140625,12206.4677734375,10226.72265625,6548.86474609375,8420.4111328125,11624.7529296875,12511.75,17221.24609375
P25685,DNAJB1,11739.533203125,11700.439453125,12870.9228515625,3312.87744140625,4232.0048828125,7843.23046875,7576.9970703125,9731.603515625
P25686,DNAJB2,19277.68359375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P25705,ATP5F1A,807245.875,677946.0625,702547.9375,659114.0625,578105.875,658522.625,717386.0625,788731.375
P25786,PSMA1,14806.8603515625,21963.34375,13451.4921875,14516.1376953125,12456.0400390625,8136.3505859375,10056.6767578125,7283.953125
P25788,PSMA3,10101.4814453125,14220.546875,14004.3583984375,8937.828125,5623.46630859375,7711.35791015625,6734.3193359375,4693.74462890625
P26196,DDX6,131124.46875,114144.2734375,102762.15625,103402.921875,93567.6953125,95916.3984375,98850.1640625,96109.7734375
P26232,CTNNA2,45420.5546875,41621.10546875,40797.94140625,39558.83984375,34561.47265625,37447.61328125,35133.8125,31060.103515625
P26368,U2AF2,1377457.875,1105003.375,1250586.875,1272075.75,1115650.625,1197142,1361102.875,1152510.875
P26373,RPL13,163131.859375,146857.03125,164157.71875,150726.015625,157416.421875,153084.265625,149731.328125,167497.96875
P26378,ELAVL4,42125.203125,35151.34765625,49895.375,44323.88671875,143981.609375,127526.0078125,175811.296875,141355.625
P26447,S100A4,22310.958984375,59998.40625,19513.884765625,36087.671875,NaN,11944.728515625,NaN,18984.947265625
P26583,HMGB2,137336.96875,114467.71875,86758.7734375,106294.2890625,57029.09375,86205.5625,83344.2890625,108239.59375
P26599,PTBP1,3809.089111328125,5056.18017578125,3925.428955078125,3119.496826171875,1878.1455078125,1858.8778076171875,3919.80712890625,4161.30810546875
P26639,TARS1,12863.19140625,13528.6220703125,10726.58203125,8637.3125,5029.91943359375,4111.0556640625,4334.30517578125,4301.5205078125
P26640,VARS1,50273.47265625,63457.40625,60880.84765625,54343.6875,35617.99609375,40189.69140625,40673.703125,46347.93359375
P26641,EEF1G,225077.421875,199907.71875,183570.3125,182790.875,133874.171875,149725.125,149490.8125,150690.234375
P26992,CNTFR,9188.8623046875,4746.5078125,6905.5478515625,4304.158203125,2841.881591796875,1281.8800048828125,1820.634033203125,NaN
P27348,YWHAQ,174119.359375,123995.8203125,113339.9453125,106529.140625,80759.4765625,81338.609375,100832.6015625,94583.5390625
P27361,MAPK3,23941.568359375,20713.734375,19762.126953125,21219.75,13677.427734375,12826.73828125,15576.2783203125,12368.708984375
P27448,MARK3,45132.61328125,47621.72265625,47359.48046875,31978.716796875,34042.2421875,34032.89453125,32540.064453125,36297.08984375
P27544,CERS1,39467.01953125,29326.703125,18844.373046875,19369.33984375,2664.15478515625,7710.49169921875,5439.5615234375,7615.1162109375
P27635,RPL10,42739.12890625,40953.515625,44429.4296875,44352.55859375,43367.9140625,50650.03125,44422.04296875,58194.8203125
P27695,APEX1,174940.609375,92584.6015625,69625.1484375,78526.84375,31020.1640625,64074.55859375,57245.890625,120244
P27708,CAD,114479.84375,111875.28125,107501.2734375,104078.1015625,55428.58203125,56506.93359375,56024.15625,58279.09765625
P27797,CALR,NaN,275.42584228515625,3438.924072265625,NaN,NaN,NaN,NaN,NaN
P27816,MAP4,113535.59375,114855.0546875,128446.2421875,95660.3671875,88692.5859375,97386.15625,118694.7109375,104365.5
P27824,CANX,15209.64453125,10117.9931640625,10446.544921875,17658.419921875,18293.703125,14537.74609375,16200.9755859375,14009.7109375
P27986,PIK3R1,45191.7578125,38338.1328125,40000.2578125,36343.3671875,33789.90625,37528.7734375,43558.03515625,35035.6640625
P28066,PSMA5,5287.482421875,21597.990234375,17926.609375,14951.0185546875,11767.6728515625,8400.5439453125,7818.9384765625,9112.8193359375
P28072,PSMB6,6820.31640625,15092.7353515625,11850.216796875,7773.64208984375,7177.23974609375,5187.3095703125,4931.1708984375,6078.4912109375
P28074,PSMB5,18566.291015625,19921.25390625,22562.80078125,13080.638671875,4086.8671875,5581.07275390625,2619.3935546875,4498.1572265625
P28161,GSTM2,12793.369140625,16123.314453125,11038.7939453125,10204.68359375,7915.9111328125,13911.7080078125,13244.4052734375,14543.482421875
P28288,ABCD3,22761.9296875,18927.302734375,19215.0078125,20839.40625,16547.947265625,21920.158203125,17361.6953125,26545.400390625
P28289,TMOD1,16822.380859375,14828.5166015625,17083.515625,11438.4912109375,8311.4248046875,10016.232421875,11214.625,8815.3583984375
P28329,CHAT,26954.5859375,22029.486328125,19957.494140625,25689.177734375,12342.5166015625,15066.2998046875,15960.4091796875,8368.2001953125
P28331,NDUFS1,152298.921875,168601.40625,162747.59375,169905.796875,131362.796875,129964.0234375,127436.9140625,114197.6953125
P28472,GABRB3,14872.775390625,10075.5634765625,16455.265625,15887.2998046875,17849.3828125,24230.77734375,15488.5556640625,19737.466796875
P28482,MAPK1,46892.96484375,46653.12890625,46075.40625,39759.09765625,31354.974609375,32671.353515625,32685.6328125,28749.44140625
P28715,ERCC5,NaN,4379.93896484375,2778.26220703125,3088.344482421875,1992.6083984375,657.2808227539062,1604.2294921875,NaN
P29144,TPP2,11833.8359375,9523.9130859375,10804.447265625,9347.5029296875,6873.53955078125,8390.6455078125,6128.1123046875,7443.74755859375
P29218,IMPA1,112397.0078125,98700.28125,88390.5546875,88494.4609375,66272.8125,74607.7734375,81899.8359375,88472.4921875
P29323,EPHB2,7568.140625,6221.44287109375,8076.89892578125,2737.54150390625,1867.193115234375,2278.90087890625,3232.962890625,2577.2529296875
P29372,MPG,15218.1005859375,18002.798828125,19707.6171875,14466.44140625,12544.9892578125,15811.388671875,15833.9541015625,15640.6787109375
P29401,TKT,4468.75537109375,3950.778564453125,9752.8232421875,5659.5390625,2880.66162109375,2083.10400390625,774.7391967773438,3722.80859375
P29590,PML,6804.3828125,6943.13037109375,7337.58251953125,6627.0126953125,3828.3466796875,NaN,832.87109375,NaN
P29622,SERPINA4,NaN,NaN,4869.572265625,6176.8427734375,NaN,NaN,NaN,NaN
P29692,EEF1D,35661.66015625,32138.1171875,37197.6796875,41964.80078125,26484.130859375,26100.353515625,23676.05859375,28447.96484375
P29966,MARCKS,105030.78125,99651.78125,95339.765625,106243.6015625,57256.296875,50597.828125,66421.6875,59442.21484375
P29973,CNGA1,5044.05224609375,6987.31982421875,NaN,5012.05224609375,NaN,NaN,NaN,NaN
P29992,GNA11,13114.0556640625,12463.0595703125,12253.2861328125,9790.20703125,7113.6669921875,8772.205078125,12046.11328125,10090.26171875
P30038,ALDH4A1,11912.6611328125,13740.1982421875,10302.919921875,8857.84765625,6035.267578125,5483.73974609375,7654.21923828125,4766.24853515625
P30040,ERP29,6816.8125,5990.1435546875,4998.66650390625,3737.42041015625,4789.3671875,5672.6201171875,4515.361328125,3955.78759765625
P30041,PRDX6,32961.0703125,28421.478515625,33032.05859375,32828.7421875,21714.79296875,28873.619140625,33719.125,36210.68359375
P30044,PRDX5,123047.3359375,98782.75,114316.9375,109236.9296875,100847.875,106748.21875,118615.1484375,112196.640625
P30048,PRDX3,95438.90625,51484.96484375,79935.15625,77135.40625,53543.30078125,72609.453125,73826.9765625,67878.8828125
P30049,ATP5F1D,41092.26171875,32098.212890625,33748.86328125,30121.091796875,21967.330078125,25342.685546875,29574.025390625,22713.640625
P30050,RPL12,119035.5703125,162157.90625,184993.25,102746.078125,81906.5234375,69543.5,123499.5234375,112760.3359375
P30084,ECHS1,40296.58984375,32922.8359375,32929.3671875,39289.63671875,32494.4765625,33666.79296875,41850.609375,48457.71484375
P30085,CMPK1,30485.90625,19320.275390625,25758.306640625,17900.37890625,10036.962890625,14185.6123046875,14836,11424.9892578125
P30086,PEBP1,3743.50146484375,5847.40673828125,6050.48779296875,4338.7255859375,4836.54150390625,4367.82568359375,2752.926025390625,5819.6787109375
P30101,PDIA3,80849.234375,52769.8046875,54195.20703125,52909.0546875,46708.36328125,51173.69140625,52736.37109375,53370.171875
P30153,PPP2R1A,395977.71875,352853.90625,356184.4375,301418.46875,240997.28125,277693.0625,288159.125,258154.28125
P30260,CDC27,NaN,7002.69873046875,14186.6943359375,5593.18310546875,NaN,NaN,4895.0126953125,NaN
P30419,NMT1,6006.130859375,9135.0400390625,5953.6796875,5757.73046875,6198.3720703125,5128.490234375,5046.869140625,5955.56884765625
P30533,LRPAP1,6201.71142578125,5437.111328125,5557.15625,5550.5048828125,1576.599365234375,4120.8984375,3546.728759765625,5879.04736328125
P30566,ADSL,14059.6865234375,12539.0537109375,9148.662109375,10121.74609375,7235.19677734375,8334.962890625,9394.013671875,9571.048828125
P30622,CLIP1,26934.951171875,30599.19140625,31706.16796875,28886.435546875,18232.259765625,23550.154296875,22360.837890625,24416.953125
P30626,SRI,35210.1953125,25387.396484375,22572.91015625,25345.248046875,10381.0498046875,NaN,NaN,NaN
P30793,GCH1,5750.634765625,5327.03076171875,7648.57763671875,4957.716796875,3685.206298828125,3662.8271484375,3972.291259765625,2841.7626953125
P30876,POLR2B,6947.41943359375,6787.83642578125,6602.60693359375,7778.28466796875,4946.04541015625,5754.591796875,7477,3298.310546875
P31025;Q5VSP4,LCN1;LCN1P1,7999.8935546875,13311.521484375,14860.2607421875,12426.35546875,6208.033203125,8350.314453125,9151.822265625,11298.166015625
P31040,SDHA,74417.4140625,44212.26171875,50398.5390625,40689.0703125,44825.26171875,52108.2890625,55355.73046875,46840.07421875
P31146,CORO1A,48752.59375,32548.3046875,28271.80078125,24132.62890625,23019.84765625,24350.83203125,24080.1640625,20839.310546875
P31150,GDI1,36149.78515625,25200.40234375,37162.66796875,22986.572265625,16938.095703125,18686.64453125,26158.181640625,25320.90234375
P31153,MAT2A,15453.513671875,13691.4765625,17717.71875,14328.720703125,8032.2392578125,10014.337890625,11657.8828125,10286.126953125
P31323,PRKAR2B,93344.9140625,83464.90625,85887.875,93476.953125,77967.4296875,79641.859375,85850.4140625,79655.3203125
P31689,DNAJA1,30796.498046875,30611.53515625,35122.18359375,30956.767578125,23913,26546.654296875,28152.24609375,29015.73828125
P31930,UQCRC1,107326.3671875,107393.0546875,106149.015625,76239.8046875,97200.671875,99646.8984375,103058.5390625,73637.515625
P31942,HNRNPH3,14276.064453125,6051.794921875,9736.0146484375,6725.38623046875,6866.07568359375,6984.794921875,10661.3349609375,8580.0625
P31943,HNRNPH1,1096818.875,454869.84375,775938.0625,515549.40625,487599.59375,414466.3125,708907.9375,475897.71875
P31944,CASP14,NaN,NaN,28611.349609375,NaN,13057.158203125,NaN,NaN,41646.2734375
P31946,YWHAB,36787.65625,19645.1875,47476.2734375,40536.14453125,40573.2578125,59603.9375,38271.2265625,50986.93359375
P31948,STIP1,35193.7734375,31291.54296875,33165.0546875,23346.451171875,22432.6796875,22429.18359375,18497.013671875,22579.2578125
P32004,L1CAM,36423.40625,30036.177734375,31366.02734375,31563.359375,20247.341796875,25427.134765625,25831.421875,11648.783203125
P32119,PRDX2,1012695.6875,903698.5625,953253.4375,817349.4375,642221.5625,777065.375,841754.9375,701163.8125
P32121,ARRB2,17717.0703125,13972.8310546875,15002.91015625,8507.50390625,5760.953125,7290.11376953125,3977.248046875,9384.958984375
P32780,GTF2H1,5750.2578125,5856.8740234375,4486.90234375,3796.943359375,5476.279296875,4800.78662109375,6141.27587890625,5550.9404296875
P32856,STX2,4980.53955078125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32969,RPL9,587544.75,506639.0625,514024.3125,545889.875,479211.34375,572330.1875,579682,678387
P33121,ACSL1,16910.765625,19463.61328125,18879.17578125,15010.1630859375,17208.205078125,28470.62890625,24154.505859375,19326.90625
P33176,KIF5B,253672.40625,201880.484375,207531.6875,209629.96875,144342.609375,159577.171875,169993.140625,140121.90625
P33240;Q9H0L4,CSTF2;CSTF2T,11483.083984375,6383.384765625,11608.4306640625,NaN,8696.240234375,11052.708984375,9098.83984375,9406.87890625
P33316,DUT,2634.826416015625,4065.786865234375,3510.57568359375,6058.6376953125,4840.935546875,5634.55126953125,6369.99365234375,5206.41748046875
P33897,ABCD1,12396.9365234375,17991.435546875,15625.9345703125,17585.068359375,17449.6796875,16135.724609375,17188.828125,19019.3203125
P33947,KDELR2,6407.3740234375,6887.6806640625,5439.1943359375,4715.04443359375,1802.091796875,5310.88427734375,4497.7783203125,6840.11865234375
P34741,SDC2,63846.66015625,37879.13671875,38676.41015625,43481.84375,59255.72265625,41567.9609375,55045.40625,68319.671875
P34897,SHMT2,21594.0234375,14140.0703125,16261.845703125,16351.4443359375,10212.3466796875,9278.7861328125,11685.3115234375,13583.8271484375
P34903,GABRA3,15335.2666015625,14936.755859375,14130.1611328125,11447.1533203125,11116.501953125,11093.0849609375,12931.447265625,13722.134765625
P34932,HSPA4,17807.931640625,10636.8798828125,20383.84375,13741.1728515625,9190.794921875,6375.64111328125,12660.6865234375,13947.5390625
P34947,GRK5,26969.8671875,32379.970703125,24865.759765625,21928.96484375,15377.08203125,22275.150390625,14101.6083984375,20123.361328125
P35030,PRSS3,15194.8330078125,49185.4765625,18948.6171875,26513.79296875,28037.3046875,42544.796875,18847.19140625,16982.953125
P35052,GPC1,73344.46875,73849.546875,72346.0078125,60238.03515625,71549.21875,67090.703125,60011.21484375,53282.65625
P35080,PFN2,824389.6875,795539.8125,853102.5,784515.9375,539090.4375,519277.71875,654210.75,477185.4375
P35222,CTNNB1,16536.728515625,14679.9560546875,18817.361328125,14927.0751953125,13193.728515625,14791.08203125,12034.5283203125,11371.8896484375
P35232,PHB,164818,154339.296875,185404.375,174631,155923.4375,178992.078125,207139.96875,195238.375
P35268,RPL22,4307666,2174996.75,3778828.75,2365984,3076123,1944969.375,2775924.75,1457717.375
P35269,GTF2F1,82723.953125,89201.3359375,61752.13671875,63123.01953125,41704.05859375,54897.5625,49533.26171875,56636.203125
P35503,UGT1A3,7404.4287109375,30890.28515625,26556.703125,16523.267578125,20503.44921875,23436.16015625,22880.138671875,NaN
P35527,KRT9,336538.5,109332.640625,81246.5859375,110501.5546875,6265081,701911.4375,25688.46875,1150924.375
P35573,AGL,23346.759765625,21620.927734375,22488.82421875,16464.099609375,18632.1484375,18649.208984375,24571.08984375,22342.80078125
P35579,MYH9,31020.771484375,36421.2734375,36746.54296875,32503.509765625,24493.439453125,25378.37109375,22549.4140625,23494.1171875
P35580,MYH10,460664,475807.78125,426899.53125,386374.875,373856.0625,405367.28125,428658.71875,387122.9375
P35606,COPB2,67015.6484375,65972.953125,62246.94921875,55969.12890625,32578.029296875,47440.515625,36690.65625,38001.7109375
P35609,ACTN2,4216.1923828125,1393.9766845703125,609.9237670898438,1210.8553466796875,NaN,1350.9359130859375,3564.422607421875,5534.4375
P35610,SOAT1,17577.126953125,7080.3896484375,8718.201171875,9411.7265625,6746.50390625,2891.096923828125,NaN,NaN
P35611,ADD1,195129.6875,194562.265625,175851.859375,179847.578125,148558.34375,180596.15625,189437.9375,215390.171875
P35612,ADD2,277076.6875,271210.6875,218824.203125,248087.3125,184768.21875,229370,225873.859375,231629.78125
P35613,BSG,10770.6591796875,13977.5,16741.92578125,20976.931640625,12608.740234375,17975.23828125,17424.462890625,8101.7578125
P35626,GRK3,7480.13623046875,7104.208984375,7567.68408203125,4420.09228515625,4662.37548828125,4790.7978515625,4659.31787109375,4570.7763671875
P35637,FUS,20399.1953125,4147.96044921875,9607.21484375,3716.982421875,320954.53125,341308.1875,433135.375,311135.28125
P35659,DEK,508842.59375,400055.125,372636.75,373434.5625,295085.53125,324037.90625,374148.28125,352839.15625
P35754,GLRX,143873.234375,137650.5625,128920.8828125,148856.671875,89648.6484375,87359.375,98105.3515625,115540.5703125
P35813,PPM1A,81628.5390625,89121.4453125,81555.34375,74601.046875,65693.640625,74151.765625,83588.609375,69075.03125
P35908,KRT2,82978.375,2927.076904296875,201972.796875,67557.6484375,237450.453125,51345.2578125,16819.466796875,248101.71875
P35916,FLT4,1261.814453125,2654.2666015625,1285.2308349609375,1141.6148681640625,NaN,969.6239013671875,NaN,704.9381103515625
P35998,PSMC2,33302.03515625,33980.97265625,38699.828125,36879.203125,28162.26953125,30286.783203125,30211.53125,28921.728515625
P36021,SLC16A2,0.5455913543701172,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P36404,ARL2,23562.84375,18453.591796875,23145.3828125,14532.486328125,13991.306640625,16374.896484375,16332.0419921875,12010.8623046875
P36405,ARL3,28088.994140625,24776.33203125,24949.4453125,26114.12890625,22379.4609375,25487.5234375,34132.6953125,27154.193359375
P36507,MAP2K2,19715.462890625,16345.6162109375,12464.9951171875,13721.8818359375,8303.4697265625,6195.8759765625,5728.953125,5982.783203125
P36542,ATP5F1C,827156.1875,691411.75,628414.4375,663109.125,576554.5,679749.6875,564306.75,694622.625
P36543,ATP6V1E1,53010.3125,43190.4140625,56577.60546875,56026.046875,42047.37890625,44621.3671875,54500.4765625,43627.64453125
P36551,CPOX,8785.2919921875,8114.62744140625,7743.4697265625,7483.6572265625,4216.7490234375,4308.095703125,5795.73486328125,2113.19921875
P36578,RPL4,104417.7734375,99589.7890625,101116.6875,100519.84375,103229.9765625,106250.84375,123052.796875,147256.25
P36776,LONP1,4678.09912109375,3484.85693359375,3302.1513671875,5825.212890625,4573.18017578125,3630.51611328125,3872.45654296875,1308.011474609375
P36873,PPP1CC,16655.203125,NaN,5508.19287109375,NaN,NaN,NaN,NaN,NaN
P36897,TGFBR1,7705.40673828125,7651.2939453125,2341.75341796875,10308.56640625,NaN,NaN,NaN,NaN
P36915,GNL1,33597.41796875,21813.28515625,22836.3515625,20187.99609375,14500.0478515625,20641.171875,18562.37890625,27235.0546875
P36954,POLR2I,8811.8076171875,11463.568359375,8385.6103515625,11000.1787109375,7597.1220703125,9222.89453125,11351.259765625,8943.56640625
P36957,DLST,29882.78125,30643.48828125,23117.50390625,27971.705078125,25467.646484375,22414.244140625,36906.046875,30970.568359375
P36969,GPX4,60489.4921875,58821.09375,55571.2421875,48373.11328125,57760.6953125,62094.2578125,60963.57421875,58058.2734375
P37108,SRP14,149851.015625,140588.046875,109567.6328125,117291.890625,88158.859375,125754.015625,128764.3828125,102918.6875
P37198,NUP62,0.5935020446777344,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P37235,HPCAL1,49646.828125,44700.21875,36518.35546875,41330.0234375,38421.671875,45816.390625,56795.80859375,46168.2421875
P37802;Q9UI15,TAGLN2;TAGLN3,14045.1513671875,13741.6767578125,12283.8759765625,9140.650390625,1471.7261962890625,5514.39892578125,3208.1982421875,1890.6932373046875
P38159,RBMX,28182.60546875,20925.173828125,19578.57421875,24569.80859375,36577.96875,44822.8125,49862.37109375,34281.83984375
P38606,ATP6V1A,105713.0390625,98549.2421875,88117.90625,92017.6171875,78129.09375,94963.0625,91977.4296875,79055.34375
P38646,HSPA9,191651.0625,148203.8125,169959.46875,133273.6875,131252.9375,160234.46875,161511.578125,140710.21875
P38919,EIF4A3,44963.984375,40674.65234375,34485.24609375,46565.8515625,29228.51171875,31400.337890625,31379.056640625,28704.927734375
P38935,IGHMBP2,10389.810546875,22128.234375,17996.390625,24435.072265625,12455.7041015625,9160.2587890625,12751.43359375,10523.443359375
P39019,RPS19,1216173.375,1383163.375,1329664,1237870.125,954973.8125,1282682.875,1222277.625,1335879.125
P39023,RPL3,110445.0625,83157.8359375,86550.1015625,51811.59765625,54209.58984375,65850.421875,56167.984375,65898.484375
P39656,DDOST,28296.662109375,32471.25,35892.75,36931.6015625,26206.154296875,32397.623046875,35389.0234375,43707.625
P39748,FEN1,42517.0859375,38426.88671875,29070.732421875,37114.078125,33233.0234375,41162.8046875,36530.23046875,55507.19921875
P40227,CCT6A,93247.59375,76910.4609375,78466.8046875,79212.4453125,60393.60546875,58197.7109375,57226.67578125,50398.6171875
P40429;Q6NVV1,RPL13A;RPL13AP3,92827.21875,92478.625,84076.25,76728.6796875,67331.859375,81382.4375,74065.171875,87239.28125
P40616,ARL1,15623.984375,15915.2236328125,15292.4736328125,13713.74609375,10437.1552734375,10712.607421875,11641.17578125,6911.53466796875
P40763,STAT3,4196.9853515625,2349.668701171875,4435.31201171875,2004.9967041015625,NaN,NaN,1359.6651611328125,NaN
P40925,MDH1,10843.244140625,17991.876953125,18469.01171875,8286.0419921875,12659.53125,14468.166015625,21624.611328125,17874.57421875
P40926,MDH2,11896.869140625,7854.359375,10467.646484375,9664.1630859375,8469.6357421875,7063.470703125,NaN,7668.2080078125
P40938,RFC3,5636.240234375,536.1866455078125,6031.90966796875,1976.7652587890625,NaN,NaN,NaN,NaN
P40939,HADHA,39032.1640625,36529.76171875,42216.3671875,28831.529296875,28934.37109375,31652.0859375,32486.80078125,35306.8203125
P41091,EIF2S3,129546.9296875,142278.125,110536.671875,134163.546875,87466.5859375,113361.71875,106123.5625,173357.234375
P41219,PRPH,1853421.375,1790467.5,1973381.75,1509162.125,786813.375,762784,782039.125,684961.375
P41223,BUD31,105245.7734375,91515.90625,90628.4453125,99676.953125,84524.453125,94186.09375,96042.5625,98363.140625
P41227,NAA10,7992.71484375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
