PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
P05186,ALPL,38755.3125,30330.53125,43790.74609,43761.20313,77829.94531,59550.33203,174624.3125,194063.0625,122058.1406,173306.5156,153189.5938,122690
P05198,EIF2S1,3858.259766,3443.066895,4152.572266,3843.558838,10060.59375,6155.428711,171355.5,193487,202065.3125,205241.3125,207730.375,218554.1406
P05204,HMGN2,NaN,245.380127,566.5487061,337.6083374,437.2527466,1131.040894,5240.223633,4044.395996,3336.035645,7514.178711,3881.777588,5936.214355
P05386,RPLP1,165855.5781,51214.24609,63991.97266,55846.85938,146221.3906,94011.07813,377999.4375,126737.5938,140981.7344,91961.94531,130123.8594,107018.8516
P05387,RPLP2,24805.5957,24310.69531,29447.47852,25265.39063,61705.85938,44718.74219,44581.27734,60222.16797,60805.26953,62041.73047,59224.96484,61713.48047
P05388,RPLP0,33811.91797,31281.99414,40162.27734,35693.95703,74841.78125,57214.3125,46880.26563,61171.33984,58738.51953,62032.04688,59521.86328,61348.84375
P05412,JUN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1200.557495,1586.842041,3398.032471,3085.662842,1983.828491,2853.764648
P05423,POLR3D,NaN,Filtered,Filtered,Filtered,NaN,159.2552643,9782.353516,11260.97656,10977.52734,10452.59082,12826.70605,13483.77246
P05455,SSB,337.0316467,608.6395264,1103.905518,632.6774292,2515.172363,1457.850464,9514.310547,10512.46484,10634.39941,10527.08594,9492.791016,11616.21582
P05496;P48201;Q06055,ATP5MC1;ATP5MC3;ATP5MC2,6461.15918,3813.009033,3724.609131,2581.90625,7081.500977,12480.38379,Filtered,Filtered,14900.65527,953.5407715,23179.20703,Filtered
P05556,ITGB1,6641.278809,9517.44043,4072.119873,13616.86914,5658.275879,4613.177734,6736.429688,6033.862793,6989.804199,7340.86084,7831.166992,6165.113281
P05783,KRT18,619772.125,596498.5,594876.5625,618243.625,838880.5625,845070.625,1278452.375,1369839.875,1435168,1569301.75,1406095.25,1686008.625
P05787,KRT8,1195344,1096457.25,1132395.375,1149884.125,1516391.25,1486376,2691286.5,2741354,2676584.5,3266736.5,2966622.25,3314350.25
P06241;P07947;P07948;P08631,FYN;YES1;LYN;HCK,Filtered,NaN,NaN,NaN,Filtered,NaN,567.4058838,687.8586426,1172.294556,813.37854,NaN,814.8222046
P06396,GSN,7029.884766,7033.273926,7597,6789.094238,10894.9043,8155.773438,11471.9541,16237.23535,14590.29883,16639.25,14525.02051,18633.4375
P06493,CDK1,410.433136,NaN,733.536499,359.8005066,3341.213623,1258.760254,10703.81152,11085.68262,12872.90332,10173.49219,12321.80371,9545.253906
P06576,ATP5F1B,24402.55664,27282.32031,44516.58984,23187.80273,169284.2344,33691.00391,163970.8906,219303.6094,228464.0625,208127.2188,226976.4844,224250.4688
P06702,S100A9,1758.094238,2495.405762,2836.306396,972.8823853,7332.507324,3679.503418,5084.205078,9373.006836,5852.000977,2996.135742,6078.628418,4518.827148
P06703,S100A6,7068.42334,9287.326172,13079.27148,2316.304199,75562.25,3044.239502,15098.7373,18746.33398,15653.56348,12569.65625,23202.85352,15114.00977
P06730,EIF4E,2055.143555,1726.248901,2326.057373,1859.241211,3854.31958,3545.753174,66176.53125,81946.52344,80803.03906,81309.80469,77882.17188,94046.73438
P06733,ENO1,2068.469971,3382.123291,4920.720215,1365.239624,27074.97266,1663.677734,5602.416992,5488.680176,5250.768555,4780.922363,6753.636719,4440.804199
P06746,POLB,237.8479462,NaN,208.5952301,315.6864319,917.0331421,Filtered,6403.118164,8518.532227,9552.011719,9205.28418,8689.263672,8651.088867
P06748,NPM1,17982.35742,14138.03516,20337.75977,18622.51172,47237.72266,31769.19922,146985.7813,172625.6875,209788.625,173373.25,196631.2969,204493.8281
P06753,TPM3,22985.91211,23890.30469,29493.4043,24026.96875,54845.375,28685.56055,36579.02344,53417.91016,47217.94922,52662.98438,50044.29688,51403.84375
P06858,LPL,672.2683716,645.4294434,952.3424683,443.3552856,721.9920654,963.6411133,4037.691406,4500.710449,5813.273438,4905.634277,5703.560547,6351.081543
P06899;P23527;P33778;Q16778,H2BC11;H2BC17;H2BC3;H2BC21,129.8497162,NaN,NaN,NaN,NaN,185.9922485,923.9591675,4052.351318,952.012146,2211.356445,Filtered,3830.519531
P07093,SERPINE2,Filtered,Filtered,Filtered,Filtered,489.9985352,Filtered,2754.878174,1326.899536,2880.730957,3835.365967,2189.878174,3360.768555
P07195,LDHB,647.7243042,911.3301392,1552.344849,1102.407959,19048.62891,332.6083679,4209.219727,4497.915039,5248.596191,3514.546387,4426.641602,4369.303711
P07196,NEFL,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,4.65806675,1.048754573,0.269555748,NaN,0.678104401,NaN
P07197,NEFM,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,198.712616,240.5950317,NaN,NaN,Filtered,Filtered
P07237,P4HB,2305.986816,1916.107544,2539.843506,1157.505127,10320.62012,3511.270996,9310.782227,9645.442383,9727.069336,8961.147461,9958.583008,10309.78711
P07305,H1-0,Filtered,Filtered,Filtered,Filtered,Filtered,346.1347046,4399.195801,3377.405518,3423.049072,4797.092773,2743.398682,4527.229004
P07339,CTSD,1753.067993,286.5592957,1407.029907,422.5446777,3317.05957,Filtered,2884.312012,2607.753174,1809.655884,1146.309692,2596.488281,1952.712524
P07355,ANXA2,25600.93359,17027.12109,43107.23828,15957.22656,271339,14445.51074,119363.7656,188094.875,160794.2813,159447.7656,170720.4844,155420.4531
P07384,CAPN1,573.9968262,Filtered,778.588501,Filtered,1830.316895,Filtered,2707.286621,4028.468018,2782.812256,3879.422607,2707.34668,2641.561523
P07437,TUBB,15076.31152,14895.79297,27056.78906,12230.26074,51337.53906,34744.40234,39673.22656,40437.35547,40214.67578,41561.23047,44505.39063,46229.24219
P07477,PRSS1,298571.9063,371869.75,185443,579982.9375,360254.875,437614.2188,46739.62109,633504.125,345855.25,7538.756836,379382.375,119764.9844
P07737,PFN1,2783.38916,3469.017578,4702.937012,2421.217773,25628.11328,2994.071533,6174.691406,4963.687988,8073.031738,8779.298828,6365.191895,7511.872559
P07814,EPRS1,794.324707,855.0914307,758.5679932,932.6432495,2044.865112,1654.68689,90234.46875,105134.2656,111492.2969,106080.7891,104440.9063,114988.3359
P07900,HSP90AA1,1629.380493,953.8973389,3521.424561,1747.67627,24000.56641,2053.425537,7554.71582,7212.874023,6960.603516,8152.415527,10270.08691,5950.335938
P07910,HNRNPC,41624.41016,39064.24609,37817.62891,38787.21484,58749.30859,51825.82031,162711.0469,210892.8594,224911.9063,220814.0156,212254.0313,219794.7813
P07942,LAMB1,NaN,NaN,1179.151855,429.5934448,2018.733032,1179.927979,6632.443848,6561.751953,7730.946289,6326.039063,7326.353516,7081.182129
P07951,TPM2,2243.830322,1887.098999,2929.951172,1232.973999,1902.607544,1993.837891,3420.105713,2782.904053,3401.186035,4079.306641,2723.53125,3349.456543
P07954,FH,Filtered,Filtered,Filtered,Filtered,1959.229004,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
P07996,THBS1,1478.310425,Filtered,NaN,Filtered,1234.537842,Filtered,3907.84082,4418.178711,4101.786133,3866.77124,3988.814941,3757.564453
P08047,SP1,Filtered,Filtered,Filtered,Filtered,301.8475342,Filtered,4495.786621,5153.306152,4983.818359,4951.286133,5397.930664,3828.493164
P08133,ANXA6,933.357605,540.9175415,835.6118164,NaN,12136.08691,1476.980225,1032.780762,1557.021118,1872.684326,1701.765503,2333.585449,1576.877686
P08134;P61586,RHOC;RHOA,1351.518433,1985.077026,2822.123535,1623.757202,11505.33008,1979.690186,3964.517578,4392.483398,4658.729004,5509.111328,4334.20752,4701.477539
P08195,SLC3A2,595.4584351,1412.904785,1751.760132,670.3609009,7439.538086,1574.431396,4384.942383,3561.670898,4358.228027,3364.212402,4936.348145,4665.583984
P08237,PFKM,441.0281372,NaN,598.9179077,NaN,1019.426147,182.8334656,4434.101563,5044.129395,6911.235352,4994.243652,4568.756836,5040.890137
P08238,HSP90AB1,6308.31543,4891.049805,11473.7793,6872.932129,47209.48438,7018.161133,20351.46094,22705.00391,23488.95703,23809.79102,25639.05469,24114.93945
P08240,SRPRA,2864.966553,1857.437134,2271.39502,2656.675781,4671.115723,4708.146484,69219.78906,87362.79688,88286.1875,81623.59375,85607.96094,95062.48438
P08559,PDHA1,Filtered,Filtered,2270.393066,608.8223877,11640.5127,Filtered,2183.392578,3219.851807,2681.613037,2482.964844,3696.31958,2838.755859
P08572,COL4A2,508.6193848,1031.111328,1162.619141,984.972168,2073.711914,1344.669922,5825.249023,6899.930664,6786.881836,8407.4375,8105.133301,7579.881836
P08574,CYC1,2398.750244,1334.725342,2906.225586,1932.792847,8097.032715,5101.011719,25827.51367,29198.71484,28793.76758,28897.96484,28660.73633,29298.03516
P08579,SNRPB2,2835.520264,841.9345703,1761.780762,1195.880737,2673.848877,1784.352783,12139.74609,15127.93262,16865.78906,14887.92676,16110.38379,18107.55273
P08581,MET,Filtered,3194.928955,Filtered,696.5390625,1395.646118,NaN,6792.17041,6472.739746,7713.57959,6955.658691,8190.00293,7880.109863
P08621,SNRNP70,4747.249512,4087.909668,4783.091797,5908.532715,13979.80664,9105.246094,427447.5938,467412.5313,472306.3125,493237,475007.7813,513255.0938
P08651,NFIC,1538.280762,1559.577271,1951.512451,2323.08374,4816.884766,3727.946777,15987.04395,20102.1582,22711.24219,23098.32227,21901.02734,21408.44336
P08670,VIM,188610.6563,180212.5469,212225.2188,186382.5625,293148.2188,231870.8125,1000130.188,1085892,1201108.75,1121454.625,1124731.625,1083821.125
P08708,RPS17,5534.716309,5307.312988,5558.027832,4135.862305,10917.80176,8453.90625,73475.42188,112925.0234,127873.0156,86481.89063,103669.3047,112105.1797
P08727,KRT19,253008.25,247781.25,228468.0156,233576.0938,308086.75,299867.875,655787.875,599398.25,628545.125,756588.25,699033.8125,744084.25
P08729,KRT7,1138465.875,1068206.625,1141653.25,1071026.375,1641298.25,1552969,2650621,2863345.25,2962843,3054378.5,2898643.75,3125389.5
P08754,GNAI3,5059.314941,4378.895996,4215.777832,4650.211426,7403.054688,5437.850586,8060.650879,7699.907715,7609.368652,8216.155273,8775.375977,8776.827148
P08758,ANXA5,2213.410889,1764.417847,3968.641113,493.9205627,32506.04297,914.6842651,5084.679688,6101.205566,5850.987793,4783.108887,7753.16748,4956.118164
P08779,KRT16,47472.34375,2862.534668,11483.52832,3276.460938,36061.82813,9385.651367,37879.76172,61136.125,71609.94531,60006.79688,60012.89844,22361.97266
P08865,RPSA,1746.513184,1659.90564,6936.26416,3435.481445,38522.03516,2818.613281,6295.51709,8197.612305,7946.178223,6581.066895,11096.66504,7793.172852
P09001,MRPL3,745.8781738,738.0280762,1282.218018,702.9588623,2268.387939,860.092041,14404.10449,16599.5957,17772.78125,16337.91797,17834.63086,18685.86328
P09012,SNRPA,294.3393555,335.9516602,239.056427,447.3087463,1280.270508,794.7960815,24242.13086,30822.42383,30812.94336,33086.15234,30418.45898,33661.69922
P09038,FGF2,2650.577393,1308.978516,2067.840332,2082.664795,2476.105225,2387.424805,34135.09375,36123,39886.64063,39737.58203,39676.31641,41611.86328
P09211,GSTP1,501.6063232,NaN,2225.55835,151.1595612,10199.1582,Filtered,2726.006348,1445.47937,2787.806152,1337.531494,2134.858887,1211.565796
P09234,SNRPC,716.0001831,2120.786621,2043.022949,2670.114502,2646.264893,2764.547852,39809.32422,46461.37109,41499.10938,42979.04297,41144.96875,48557.625
P09382,LGALS1,3776.435547,2369.066895,5468.997559,3228.319336,27590.17773,2639.550293,6321.625,6719.341797,7470.998047,7988.716797,7556.356445,5870.158203
P09429,HMGB1,2970.758545,2683.072998,4678.336426,5259.299316,16580.10547,8006.253906,9668.683594,15650.87207,13548.42676,13289.78613,11671.76563,16725.16406
P09493,TPM1,27157.61719,28070.05664,28633.05664,26245.91992,42893.13281,29916.76563,31839.7793,40615.18359,42471.88672,42833.22656,38329.08203,45968.94531
P09525,ANXA4,Filtered,Filtered,Filtered,Filtered,26761.49023,Filtered,11248.75391,6255.084473,19954.07031,8453.141602,20054.51563,11943.54688
P09543,CNP,3967.483643,2552.945068,3161.073242,2425.813721,6740.785156,3728.307373,22692.04688,23897.38867,31300.55664,26994.61133,29790.89453,27042.81445
P09601,HMOX1,563.8789063,377.3210144,1001.63562,1274.200928,2744.822754,1222.425537,5291.473633,7449.907715,7951.92041,7935.592773,7545.219727,8078.022949
P09651,HNRNPA1,9337.314453,11056.66504,13508.21973,11839.33398,22080.69141,14784.54297,482655.625,587136.4375,602154.4375,535586.875,544039.1875,596742.9375
P09661,SNRPA1,6738.963379,2021.481445,7772.889648,5703.340332,15989.64844,10760.57813,125478.7031,145005.2813,145778.5,140162.625,143600.1094,148442.3281
P09669,COX6C,1783.965454,1813.072876,1879.088989,1791.609619,3182.378662,3554.874756,7725.099609,9610.62793,9947.09668,8807.794922,9498.481445,8631.759766
P09874,PARP1,21404.05859,20238.21094,22903.67578,22559.49805,50556.08594,35010.44922,568233.9375,620890.1875,675495.5625,639766.4375,667262.4375,712401.0625
P09913,IFIT2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1632.668457,2200.258545,1906.196655,2174.902832,1388.890625,2912.608887
P09914,IFIT1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3901.028564,3669.860596,4748.45752,4739.289063,4248.755371,5000.123535
P0C0S5;Q71UI9,H2AZ1;H2AZ2,Filtered,549.043396,390.3438416,366.4277954,801.2651367,358.7077332,4779.372559,4373.984375,3722.112061,4088.0979,4630.904785,5022.686035
P0CG12,DERPC,23032.87109,22952.03906,26172.92773,23501.75,30486.35938,30647.39063,36141.71484,42511.39063,42625.39063,40012.95703,43827.95703,43354.35938
P0CG13,CHTF8,NaN,Filtered,149.5009003,Filtered,400.3925171,132.6116791,3035.187988,3905.164063,4909.026367,4686.32666,4632.561523,5601.5625
P0CG47;P0CG48;P62979;P62987,UBB;UBC;RPS27A;UBA52,13784.29395,10894.01563,12744.74805,8952.921875,44571.6875,11928.16113,48136.84375,56071.28906,44717.04297,48994.52344,52302.0625,57323.78906
P0DI83,RAB34,1580.147827,1809.885742,2988.467773,2743.654297,2569.699219,3749.928467,7551.421875,7670.927246,8689.709961,8022.866211,7176.859863,8331.84375
P0DMV8;P0DMV9,HSPA1A;HSPA1B,17116.83203,16299.64258,20670.95313,17001.99023,54446.39453,26395.96094,102695.7109,119211.0938,123363.5156,124275.4141,124623.7188,122105.3281
P0DN76;Q01081,U2AF1L5;U2AF1,14494.09375,12125.0459,15063.92773,21248.38477,37259.33984,29086.36719,136894.8125,165832.7031,161959.5781,172717.5625,178933.1875,180615.75
P0DP23;P0DP24;P0DP25,CALM1;CALM2;CALM3,9773.65918,11135.37305,10888.08008,10006.98047,21202.51758,12777.34473,25130.7793,30394.75781,31849.0918,28930.0332,29622.74023,27674.00781
P0DP91,ERCC6,Filtered,Filtered,Filtered,506.0565491,662.048584,NaN,7328.88623,9014.49707,9084.28418,9372.633789,8525.895508,9195.78125
P0DPB5,POLR1D,NaN,Filtered,Filtered,Filtered,Filtered,1267.554565,1746.321289,2017.723755,2032.203857,2104.647461,2616.021729,1822.939209
P0DPB6,POLR1D,NaN,NaN,186.1140289,NaN,747.763855,193.7228699,11070.04102,9463.419922,14209.55176,13622.60156,12743.21484,14535.71582
P10155,RO60,5447.572754,891.9511719,1926.901855,483.1022034,2580.132568,433.5490723,6348.05957,6374.203125,6857.678711,9784.387695,6400.20459,6659.440918
P10398,ARAF,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,1378.81665,1268.620972,1674.719604,2554.314697,1274.323242,2564.751465
P10412,H1-4,1834.408325,2435.588867,1862.488892,1069.409424,2109.945068,2377.984375,10338.36719,13367.99609,23974.60742,15616.75879,14518.91309,15476.41211
P10515,DLAT,214.8795776,Filtered,Filtered,Filtered,1821.442993,NaN,1529.373779,2332.849121,1152.983887,2178.27002,1584.034058,1782.072144
P10599,TXN,5609.149902,1259.362427,16231.52051,Filtered,23380.07617,3488.531982,25694.24805,23743.05273,17623.61523,21836.84961,16424.49023,20677.96289
P10606,COX5B,207.8575287,661.5776978,652.1586304,249.7759399,2250.178467,NaN,4190.668457,4994.945801,4802.314453,5736.768555,5538.90625,5785.241211
P10620,MGST1,958.8463745,1220.180054,2095.472168,793.3960571,7265.083984,1607.954346,9066.579102,13366.30762,14669.46777,10715.28613,17538.05664,16009.72461
P10809,HSPD1,10052.30664,11985.34766,22585.17773,10938.22949,90322.35938,11386.48242,29653.98828,33330.55859,39373.12891,36257.63672,42463.32422,40829.82422
P10909,CLU,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,99.90253448,157.1981964,163.4300537,309.7263489,NaN
P11021,HSPA5,16540.46289,17911.1543,23569.66016,17804.28516,62732.39453,26950.4668,146685.6875,165218.5938,172881.4688,169853.6719,165674,179729.0469
P11047,LAMC1,467.9218445,NaN,1141.875122,Filtered,1982.25647,1050.321289,3705.053223,4768.748047,4750.331543,4483.92041,4549.631348,5675.881348
P11137,MAP2,Filtered,Filtered,620.0568237,Filtered,1096.199585,1622.947144,8891.000977,7794.949707,8404.197266,7613.719238,8782.358398,8110.138184
P11142,HSPA8,24895.24805,24354.33008,28086.19727,23375.76172,66030.36719,34311.73828,152666.1875,170905.9375,183291.2813,178664.5938,176913.0625,188153.7656
P11166,SLC2A1,2798.557617,2805.177979,8075.765625,3835.420898,17812.64844,4786.017578,12087.2793,16733.43164,14969.71777,13686.31152,16428.8457,15735.77734
P11171,EPB41,Filtered,NaN,601.8496094,Filtered,Filtered,775.7410278,3082.431641,3486.574219,2751.032715,3232.952881,3176.89624,2986.412598
P11177,PDHB,807.1893311,907.0916138,1664.796997,1074.062988,10217.30664,875.7885132,1499.131958,2805.207031,2560.583984,2767.185547,4340.175781,1528.873413
P11182,DBT,2104.045898,2278.178467,3107.496094,1986.249023,4007.657715,4784.086914,7504.01416,9176.418945,8448.608398,9343.507813,9043.421875,9603.671875
P11217,PYGM,20616.14063,18886.99414,19544.22656,17742.01758,18902.41797,24037.05273,16474.62109,10809.44043,15156.06152,15038.61035,15744.41992,15378.72168
P11233,RALA,546.5062866,1366.998169,1350.958984,NaN,1998.39209,1372.905518,1722.291748,2010.227051,1979.399902,2683.451416,3533.739746,2426.408447
P11234,RALB,361.6389771,NaN,1893.547729,183.2714539,1867.210938,660.7695923,2256.362305,3352.940186,2662.534424,2509.182861,3171.813965,3243.549561
P11387,TOP1,2252.94458,1709.210815,2228.994629,1971.477905,4691.133789,3467.591797,56107.33984,62340.91797,66580.26563,70839.52344,67127.5,75217.89063
P11388,TOP2A,874.4683838,NaN,Filtered,419.3452454,991.7242432,524.2649536,3903.356689,5119.964355,4745.262207,4763.779297,5295.445313,5995.457031
P11413,G6PD,Filtered,Filtered,Filtered,Filtered,2247.15332,Filtered,4018.183594,760.447937,4926.73291,4857.205566,407.1404419,4716.744141
P11474,ESRRA,151171.1719,131314.0469,160497.5156,132572.5,220621.5,191423.1094,419289.8438,487457.4688,554886.875,586185.625,518877.8438,576172.8125
P11498,PC,104923.5703,112737.4531,129753.3359,109817.2578,155939.4063,129481.0938,84484.125,98764,101165.8438,98725.14844,104384.5078,116395.7891
P11586,MTHFD1,3844.62793,4401.704102,4597.469238,4508.80957,10503.5166,7905.229004,29045.62305,32855.65234,34219.25781,33362.05469,33428.05859,36659.41797
P11717,IGF2R,1295.735352,1051.956665,NaN,NaN,3761.188232,1804.467285,11329.90039,15665.12891,16413.27148,14374.52832,13297.81152,18871.35938
P11908;P60891,PRPS2;PRPS1,Filtered,Filtered,NaN,NaN,464.4484863,NaN,2009.877075,2364.08252,1805.693481,1552.258301,1608.129395,2084.106445
P11940,PABPC1,62008.34766,55791.625,63445.02734,59579.60547,115402.6719,99248.33594,1009360.063,1178167.125,1332384.5,1236662,1272255,1314362.25
P12035,KRT3,Filtered,Filtered,85.98854065,Filtered,106.4762268,NaN,421.7208252,696.4226685,119.1525192,Filtered,1299.969238,361.805481
P12081,HARS1,750.6779175,244.3381348,631.4223022,841.4908447,1911.195557,547.7609863,23715.66797,27379.91602,28060.30078,26193.20898,27402.05664,30494.44336
P12235,SLC25A4,5619.478027,2034.74585,3178.383301,2984.086182,4612.686035,8141.765625,7002.55957,7176.546387,8726.589844,8415.99707,8679.368164,7252.557617
P12236,SLC25A6,97651.20313,84298.1875,96563.04688,94756.53906,181364.5,192838.7813,520501.3438,646078.625,544260.25,586235.9375,589901.5,666928.9375
P12268,IMPDH2,2775.548096,2848.093262,3764.096924,4070.498291,9145.65332,4392.02832,21218.05273,23076.63477,25820.12695,23560.88086,22731.35352,25350.16797
P12270,TPR,706.8652954,410.1405029,4032.121582,118.0629044,14531.89941,673.6017456,15073.88965,18493.13477,15765.58398,18908.86523,17820.13867,18128.42578
