PG.ProteinGroups,PG.Genes,[1] Control_1.raw.PG.Quantity,[2] Control_2.raw.PG.Quantity,[3] Control_3.raw.PG.Quantity,[4] Control_4.raw.PG.Quantity,[5] Control_5.raw.PG.Quantity,[6] Control_6.raw.PG.Quantity,[13] UNC13A_WT_1.raw.PG.Quantity,[14] UNC13A_WT_2.raw.PG.Quantity,[15] UNC13A_WT_3.raw.PG.Quantity,[16] UNC13A_WT_4.raw.PG.Quantity,[17] UNC13A_WT_5.raw.PG.Quantity,[18] UNC13A_WT_6.raw.PG.Quantity
O75665,OFD1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,580.2156982,1438.909912,373.41745,1422.570923,1510.035156,1902.150146
O75676,RPS6KA4,234.8368225,2554.413818,381.2744446,NaN,917.7641602,706.4805908,8623.941406,10530.31348,10789.77734,9606.22168,10871.02148,10538.55859
O75691,UTP20,256.729187,602.6629639,900.3744507,844.0864868,425.3818054,640.6005249,3710.224365,4921.929688,5425.167969,4792.515625,4245.095215,5432.545898
O75694,NUP155,NaN,NaN,NaN,NaN,1968.758545,526.2103271,1551.295898,533.8444824,886.6704102,814.3959961,829.8546753,1866.821777
O75717,WDHD1,Filtered,Filtered,Filtered,Filtered,1191.276001,Filtered,8063.95459,1767.696045,1611.906616,1552.099243,1871.960205,1335.553467
O75746,SLC25A12,Filtered,Filtered,NaN,Filtered,610.2509155,Filtered,930.9281616,1819.773071,1331.108887,1737.820679,1484.216675,973.6818237
O75781,PALM,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,2.070533037,0.57975769,NaN,Filtered,NaN,NaN
O75792,RNASEH2A,NaN,1099.239502,Filtered,Filtered,1452.684326,2.121328831,4353.092773,4227.506348,5043.287109,4254.29248,5151.644043,4619.264648
O75794,CDC123,Filtered,Filtered,Filtered,Filtered,1264.519165,Filtered,3210.556641,3965.686279,4541.550293,4029.054688,5061.764648,3717.154297
O75817,POP7,348.912384,NaN,302.2249451,NaN,NaN,341.9056702,13967.91797,15614.45117,17330.70117,16132.55664,15465.36914,16281.95605
O75818,RPP40,Filtered,Filtered,Filtered,Filtered,619.9960938,Filtered,3600.423584,5095.30127,5434.803711,5048.885742,4638.54248,6476.219238
O75821,EIF3G,NaN,13967.79297,13127.54004,9464.508789,2932.682861,1630.007813,148406.3594,137605.4688,167040.9375,138114.3438,176535.1719,193116.8906
O75822,EIF3J,1156.965088,6151.291992,2037.019531,494.0118103,4834.600098,21677.93555,57658.5625,51570.33594,51622.45313,64178.78125,53304.40625,71605.78125
O75828;P16152,CBR3;CBR1,Filtered,1164.612305,1210.71814,1066.297607,3900.633789,Filtered,7470.910645,12179.65039,9068.650391,11817.3916,12281.74023,11384.05762
O75844,ZMPSTE24,1014.627686,1279.990479,1233.219604,1331.914185,2917.484863,2240.316162,4743.978027,5017.60498,5368.522949,4063.692871,5279.124512,4686.09375
O75907,DGAT1,Filtered,Filtered,215.1473541,Filtered,5148.585938,442.9921875,9752.142578,9642.357422,10101.90625,12425.28027,12508.2207,14806.39355
O75909,CCNK,588.0835571,998.4116821,1266.553101,964.8632813,2411.059082,1804.729126,31011.88867,32637.07422,31993.25,33633.77344,30650.95313,30856.81055
O75915,ARL6IP5,947.2503662,571.3114624,1535.821167,1057.727051,4671.001953,1016.80011,8913.764648,10207.47656,10541.54102,11708.73926,12250.28027,13658.11621
O75925,PIAS1,Filtered,Filtered,363.3024292,361.7627258,1361.294678,949.0844727,713.9295654,1783.768677,878.6340332,1020.767395,1311.306641,2185.950195
O75934,BCAS2,Filtered,855.4359131,723.8845215,577.3928223,665.6679077,667.864502,8922.880859,9639.744141,10038.63379,8853.816406,8775.110352,11055.43262
O75937,DNAJC8,1190.231445,2366.187012,1579.247925,1167.646729,5611.19043,2752.154297,22845.15234,29618.30664,29382.00781,32192.73242,26579.94531,32018.8418
O75940,SMNDC1,409.0037537,390.2186584,1182.876099,998.1611938,2156.001709,1973.219238,10665.80859,10942.92383,11285.69141,11648.40234,11858.25293,10995.04395
O75943,RAD17,Filtered,NaN,NaN,Filtered,609.9625854,Filtered,2208.43457,3122.118896,2362.628906,1528.14209,3519.298096,2590.587646
O75947,ATP5PD,2638.429688,2375.466797,3993.105957,2516.916504,15303.17871,4022.519531,33106.69922,35418.36328,42133.76953,35052.86328,35855.84766,38912.10156
O75955,FLOT1,1979.490601,1468.157959,2480.619873,1823.741699,4464.77832,3172.53833,8332.043945,8644.071289,9024.902344,8531.404297,8279.664063,9426.129883
O75962,TRIO,1961.85498,288.9724121,908.5930786,559.9247437,899.9862671,1004.021057,3652.047363,3903.800781,5078.168945,4170.773926,4982.450684,4730.717285
O75964,ATP5MG,3723.128174,5259.529785,8752.866211,6334.600098,33596.67969,6334.080078,52188.91797,58127.35156,61207.05859,55737.97266,60117.32422,59265.92578
O75971,SNAPC5,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3393.978271,4106.849121,3491.650879,5773.558105,3591.552002,6065.847656
O76011,KRT34,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3643.821045,2761.953857,2668.628662,Filtered,3216.347656,4598.14209
O76013,KRT36,1517.073608,608.2060547,1607.483887,918.3649292,2372.905762,1323.797852,4652.324707,6277.613281,4650.315918,4336.03125,3511.175049,7047.578125
O76021,RSL1D1,605.2021484,869.5980225,856.0788574,1454.931152,1524.857178,789.1599121,5130.927246,5522.084961,3605.660645,5441.347656,4836.14502,5052.12793
O76024,WFS1,Filtered,Filtered,613.4988403,Filtered,929.1798706,845.387207,1258.898682,2359.164307,1544.539063,2055.84668,2198.158447,2484.679932
O76031,CLPX,Filtered,808.6972656,1230.031738,Filtered,6732.964844,2011.040527,2304.734131,2233.175537,2394.197266,1881.876343,2094.567871,2501.279053
O76039,CDKL5,Filtered,Filtered,Filtered,Filtered,1096.684814,1639.271118,5654.751465,7286.575684,7065.304688,5822.693848,6546.580566,5016.32959
O76094,SRP72,1335.254395,1072.383545,1116.682617,743.7320557,2562.704346,1263.015015,8113.529297,9665.055664,10307.18164,9198.939453,10358.2207,10185.54883
O94761,RECQL4,Filtered,1295.910278,Filtered,NaN,1700.99939,965.3963013,12213.82031,12597.21875,13763.87402,12953.07813,13528.30176,14707.64648
O94762,RECQL5,Filtered,NaN,2537.368896,1046.757324,1749.957886,2892.183105,6095.244141,5955.82959,6270.464355,6790.085449,6614.327148,6646.560059
O94763,URI1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3503.559082,3942.86792,4318.863281,4039.208008,4180.493652,4683.915039
O94766,B3GAT3,462.5383301,1481.442139,828.2810059,Filtered,1895.367554,6002.562988,17677.48438,24272.60156,23508.17188,23580.19336,25235.93555,26760.57227
O94788,ALDH1A2,470.1116638,Filtered,Filtered,Filtered,930.0667725,396.8091125,9405.275391,12482.63965,3710.75293,15495.25195,4433.499023,16507.88086
O94826,TOMM70,NaN,NaN,809.4314575,361.4804688,2722.892578,1064.904785,4549.465332,6744.448242,4836.202148,5491.546387,6406.061035,5613.388184
O94842,TOX4,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,17019.53906,19167.44336,20898.09375,22118.28125,20055.22656,22165.0625
O94851,MICAL2,196.0752869,Filtered,143.6883392,458.8329163,634.0770874,NaN,6673.120605,7734.14209,7980.190918,8158.60791,8164.201172,7953.950195
O94874,UFL1,485.7576904,517.4351807,812.3726196,6341.021973,1352.370239,1189.872314,14402.09863,17335.24023,19071.45313,17219.66602,17775.95313,20045.61523
O94901,SUN1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,753.5999146,1263.704346,1216.372437,211.7227478,1126.187256,777.555542
O94905,ERLIN2,907.6727295,1033.137329,1447.412231,1052.727905,3223.740723,2561.826416,7991.818848,12619.63867,10623.52148,11199.27734,10877.33008,12691.3457
O94906,PRPF6,3046.435303,2641.628662,3434.767578,2652.665039,5778.67041,4626.641113,78968.75,89157.09375,88403.15625,88465.35938,87114.03906,99037.44531
O94913,PCF11,564.8818359,776.4165039,929.7713013,803.8919678,1101.717163,1380.178101,34534.40234,34849.00391,35792.43359,35781.07031,34183.23828,39079.05859
O94923,GLCE,576.6818848,Filtered,Filtered,Filtered,2791.635742,1334.675537,4980.86084,5478.527344,5387.970215,5522.881836,4139.965332,5651.86084
O94925,GLS,169.5399475,876.4556274,1107.102783,1026.991577,5579.506348,822.1682129,1069.888062,594.8400879,786.9057007,263.4312744,1858.705933,495.8845215
O94964,SOGA1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1980.546021,1944.502197,2241.588135,2554.083984,2528.189941,2705.135498
O94973,AP2A2,812.2402344,572.7160034,654.3916626,676.3443604,1767.035889,861.1480713,7894.29834,11020.7959,13793.47949,10572.60254,12585.25391,14353.99316
O94979,SEC31A,Filtered,Filtered,Filtered,Filtered,0.581508636,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,Filtered
O94992,HEXIM1,NaN,Filtered,Filtered,Filtered,816.7802734,455.77005,6615.126953,8372.173828,8205.553711,8034.491211,9031.571289,7278.844238
O95059,RPP14,Filtered,NaN,Filtered,Filtered,143.5076599,Filtered,5831.604492,8274.003906,6411.479492,5481.251953,5904.112793,7086.422363
O95067,CCNB2,Filtered,Filtered,Filtered,NaN,503.0558472,Filtered,3301.555176,2862.045898,3017.414795,3194.995117,3041.091309,3754.788086
O95070,YIF1A,158.3751678,111.9861908,321.4169617,NaN,997.1653442,826.3306274,2233.885254,2259.348145,2025.774902,1676.914795,2617.727783,3202.664795
O95071,UBR5,Filtered,Filtered,NaN,Filtered,0.258306324,Filtered,NaN,NaN,0.79714781,0.133050099,0.524261296,0.601947784
O95084,PRSS23,NaN,NaN,NaN,NaN,390.5455627,285.5046387,2589.295654,3264.312988,3383.422119,3121.623047,3336.83667,3697.890869
O95104,SCAF4,Filtered,Filtered,Filtered,Filtered,379.9483643,152.6757507,3458.856934,5526.679688,4547.65918,4048.331299,4473.35791,4849.208008
O95139,NDUFB6,2977.425537,1602.444702,1739.726074,1433.941284,4949.269531,3817.486572,10882.87402,13196.73242,13921.28418,14308.00195,14718.35059,14871.08301
O95159,ZFPL1,Filtered,Filtered,Filtered,782.8777466,503.7540588,NaN,4936.541992,7579.757813,5798.82373,6284.44043,6872.655273,9043.03418
O95163,ELP1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1605.899292,1982.484741,1988.177856,2103.450439,1328.12854,2125.876709
O95168,NDUFB4,3256.17334,3754.619385,4459.061523,4452.823242,6397.533691,9914.71875,19160.13867,19472.42773,27065.89063,26059.67773,20014.27734,24590.70117
O95169,NDUFB8,Filtered,NaN,NaN,Filtered,347.4628296,262.845459,2936.259766,4393.280273,4133.76416,3788.432373,4092.482422,4830.945313
O95182,NDUFA7,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2789.441406,2925.433594,2176.208984,2384.849854,2656.801514,2610.66626
O95197,RTN3,211.8156128,NaN,1216.332642,Filtered,5039.281738,205.3299561,1415.217163,1196.353638,1133.482666,1606.93689,1818.775146,1034.452271
O95202,LETM1,453.8724365,NaN,520.6940308,854.5019531,2420.247314,1114.892334,2967.303223,3497.684082,4561.110352,3643.352295,4679.195801,4129.816895
O95218,ZRANB2,314.4329529,296.4481812,749.4473267,1417.116699,3250.419189,1552.652222,2522.328613,2738.678223,2100.162354,4000.69043,3092.480713,4088.197266
O95229,ZWINT,5528.416504,Filtered,Filtered,Filtered,Filtered,3953.591553,3874.592285,6766.080078,5565.943848,5970.061035,7244.648438,6543.588867
O95232,LUC7L3,11295.59082,8914.936523,11232.5625,16402.32227,29231.59766,27959.50586,67858.88281,76239,78211.03125,75848.54688,80496.41406,79890.02344
O95235,KIF20A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2105.472168,2002.014038,2610.009521,1776.174194,1518.90625,1949.742798
O95239,KIF4A,1085.616699,603.8181152,1330.62439,1074.183594,1235.818237,904.8270264,22704.48242,23737.20313,25783.33203,26074.80859,24491.49219,26355.65625
O95243,MBD4,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2406.535889,2717.167969,2707.409424,3143.048828,2638.577637,3967.272949
O95248,SBF1,NaN,Filtered,Filtered,NaN,1846.682373,501.0567932,4303.101074,5155.396973,4874.89502,5513.803223,4305.780762,5784.801758
O95249,GOSR1,1135.613281,841.2935181,2286.656006,1061.564819,3075.395264,2854.447021,11608.28809,12863.39941,15207.39258,12732.34277,14788.26855,14301.62305
O95251,KAT7,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2625.404785,2840.797852,3498.141846,3582.157959,3810.407959,3606.053955
O95292,VAPB,4282.708496,4229.094238,4936.348145,4203.046387,7305.86377,6769.279297,35281.76172,38607.48047,46852.26172,43317.32813,42933.82422,44978.42969
O95295,SNAPIN,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,NaN,1053.281494,653.4550781,Filtered,Filtered
O95299,NDUFA10,Filtered,Filtered,NaN,NaN,NaN,NaN,NaN,NaN,182.9222565,146.2834015,169.553299,278.2017822
O95347,SMC2,1576.316406,1166.562256,1364.032837,1599.370605,3538.393311,1832.831787,43998.68359,49216.92969,52096.76172,51279.85547,52849.72266,55445.11719
O95359,TACC2,Filtered,Filtered,528.9296875,Filtered,Filtered,NaN,568.1511841,872.0123901,1835.696899,562.7126465,1528.224976,705.9603271
O95363,FARS2,Filtered,Filtered,Filtered,Filtered,444.9144287,Filtered,2878.355225,2063.958252,2139.322021,2473.143799,1264.831787,2741.01123
O95373,IPO7,507.0483398,663.9549561,945.4778442,618.8935547,3176.634033,482.9395142,1867.182617,2649.99707,1733.272705,1735.031982,2215.204346,1963.639282
O95391,SLU7,363.6120911,NaN,448.4410095,843.0637207,979.9009399,572.632019,3407.150146,4565.068359,4841.217285,4779.044922,2802.406738,4329.012207
O95400,CD2BP2,1827.303101,1367.836304,1550.476807,1890.352539,3159.555908,2430.608887,10757.1377,13761.79297,14738.42578,14376.28418,15447.13574,16252.03809
O95402,MED26,Filtered,Filtered,Filtered,Filtered,857.3098145,Filtered,2674.565674,1310.603638,2143.570068,2677.500732,1644.21814,1213.513672
O95425,SVIL,1826.051636,1974.122559,1786.256104,1770.018066,2839.618408,2414.551758,3938.476563,4542.530273,4489.61084,4238.519043,3939.997803,5270.63916
O95466,FMNL1,5173.297363,Filtered,Filtered,Filtered,Filtered,Filtered,6068.603027,23543.36133,7789.870605,8109.368652,11049.25391,8152.172363
O95470,SGPL1,1535.460815,1960.191162,1995.443481,1114.117798,3097.749023,2503.380615,18656.42383,23887.44922,22374.7207,25743.41016,23873.63281,24637.80469
O95476,CTDNEP1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3248.37207,3177.421631,3313.412354,5677.79248,1772.094971,2836.731689
O95573,ACSL3,977.1679688,1041.210327,1590.202759,773.0859375,4857.379883,2427.179688,2891.884766,5249.42627,5935.050293,6641.55957,6412.215332,6718.137207
O95602,POLR1A,4821.699219,4708.585938,6899.512207,2989.535889,5007.664551,7701.147461,18397.19336,19919.56055,21575.01367,19608.88281,20150.17188,20469.3125
O95613,PCNT,280.3023071,345.0794678,NaN,NaN,557.3319092,869.0945435,1670.594727,2126.489746,2324.626709,1560.592896,2466.715332,2205.826416
O95619,YEATS4,NaN,NaN,0.758976758,NaN,1.567632437,1.503476739,1236.965332,849.3638306,1438.563599,716.2036133,943.7855835,1686.428955
O95639,CPSF4,Filtered,185.1956177,Filtered,206.509079,816.1020508,444.8330078,4164.058594,5365.686523,5579.888672,5426.791016,5092.325195,5482.333984
O95684,CEP43,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,9157.15918,11924.40137,9895.824219,3253.150146,29536.72656,Filtered
O95707,POP4,Filtered,Filtered,Filtered,NaN,548.3869019,Filtered,10207.85547,11905.00879,10142.19824,11340.30566,12190.82129,13427.69043
O95714,HERC2,1203.97644,1054.562744,1274.00415,1881.861938,3765.99292,2566.028809,7801.164063,11282.34863,8786.28125,9440.635742,7559.811523,10863.69629
O95758,PTBP3,1957.78186,1502.134766,2258.317871,2383.543701,3421.454102,3204.480957,22695.0332,30018.02148,35554.18359,28377.58789,30252.30859,36939.35938
O95777,LSM8,Filtered,Filtered,468.3510437,Filtered,1309.882446,431.9960022,6230.415527,8910.006836,8977.291016,8365.230469,9584.891602,9725.291992
O95782,AP2A1,1807.812744,1553.736938,2412.182861,1638.216431,4257.643555,3261.746582,28861.58008,36138.625,38893.21094,35928.12891,37080.28516,41105.98828
O95786,DDX58,Filtered,Filtered,Filtered,894.5939331,351.0881958,Filtered,6112.905273,7824.427734,7668.428711,7617.728027,7706.984375,8199.600586
O95793,STAU1,812.0407104,804.9708862,707.0831909,806.9572144,1661.922974,1306.066284,13234.36426,15642.86621,15095.62695,15085.4502,14417.8252,14694.97168
O95816,BAG2,1412.401978,2132.796143,1404.098755,1482.857788,5101.444824,2738.679688,16410.125,20168.16016,16524.89844,19239.95117,21538.88672,18428.7832
O95817,BAG3,863.5723267,341.0923157,334.3586731,958.5880127,1800.460815,1771.331177,1193.154663,1027.123535,1214.618164,1467.073608,1199.911865,491.6151733
O95819,MAP4K4,2536.327148,677.1077881,1084.052734,868.310791,1736.709595,1482.475464,13422.33789,14144.38574,14707.43555,14298.81543,15008.69629,16358.32227
O95831,AIFM1,1032.468262,1279.266357,1629.167725,1285.492065,4486.271973,2723.548584,18706.32813,21450.28125,20868.75195,23094.63867,21939.32227,22165.24219
O95864,FADS2,NaN,NaN,NaN,NaN,930.7036133,Filtered,1435.722656,3235.977783,2983.385742,2528.587891,1758.886719,1721.493408
O95900,TRUB2,NaN,690.7756348,Filtered,1346.81543,1092.737793,1199.338989,7584.356445,9170.65625,9300.484375,8963.727539,7974.577637,10726.14063
O95985,TOP3B,6468.819336,3324.245117,4957.960938,3811.093994,3622.397217,3135.48877,16902.625,20306.32617,22118.65039,20853.20703,21981.25,20234.85156
O96000,NDUFB10,493.0727539,1095.12561,1440.044312,1527.009888,4651.940918,1806.796875,5321.254883,7447.312012,7103.854004,6400.15918,7558.499512,8166.479492
O96005,CLPTM1,Filtered,Filtered,NaN,Filtered,214.9670258,232.5763245,1780.120361,2299.602295,758.5130005,2465.274658,1583.265625,2262.211914
O96008,TOMM40,Filtered,Filtered,Filtered,Filtered,1144.407349,Filtered,1211.637573,907.4889526,2284.425293,752.0948486,2581.630859,2248.990234
O96013,PAK4,Filtered,NaN,NaN,Filtered,821.1617432,4586.421875,6385.084473,8491.961914,7357.308594,8796.499023,7731.150391,7816.149414
O96028,NSD2,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1261.491333,1957.421875,1774.252686,1146.247925,1374.280396,2183.009766
P00338,LDHA,2042.352539,2144.644531,5502.152832,2448.500488,27973.5957,2194.05127,5506.211426,5666.170898,5662.256836,5278.77002,6830.651855,5863.65918
P00367,GLUD1,3757.454102,3776.018799,4201.820801,3627.889648,8450.996094,9090.94043,8176.631836,11340.38379,11652.19824,11796.69531,10714.46191,12524.82422
P00387,CYB5R3,549.5621948,1592.903076,1325.208618,949.7194824,12403.4209,1007.032104,2034.05481,2311.847412,2267.257813,2411.951904,3564.960449,2253.693848
P00403,MT-CO2,1724.563965,1338.674438,1719.541626,1323.384399,6412.541992,3411.130371,14225.2998,17337.43164,21465.49805,15176.50098,22276.48047,17793.08203
P00414,MT-CO3,Filtered,NaN,Filtered,NaN,NaN,Filtered,2846.115967,1228.627808,1668.059448,2889.652832,1462.864136,2629.257324
P00491,PNP,NaN,Filtered,Filtered,Filtered,1380.391479,Filtered,1081.107178,1967.833496,1665.28125,1696.197144,1781.602661,1253.229004
P00519,ABL1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2402.746582,2506.864502,2737.574219,2600.273926,657.5641479,2059.947021
P00558,PGK1,871.8357544,1118.231323,1997.293091,742.2112427,15984.09766,1602.505005,3854.509277,3697.03418,4275.417969,4170.050781,3823.611328,3563.07373
P00742,F10,8546.043945,Filtered,3835.860596,8441.59375,9620.974609,9224.423828,15351.10645,14873.43555,14379.31055,19153.92969,15409.62793,15258.57715
P00846,MT-ATP6,Filtered,NaN,NaN,351.7687378,2510.531738,NaN,5122.626465,7017.576172,7781.445313,6819.379883,7826.528809,6964.611328
P00973,OAS1,Filtered,NaN,NaN,Filtered,NaN,NaN,1500.5177,Filtered,1849.555786,881.1402588,Filtered,1753.415771
P01040,CSTA,2372.654297,389.9255981,NaN,Filtered,1411.572266,3284.560791,7322.625,6079.262207,4214.444824,1971.985596,1657.576538,2074.368164
P01111;P01116,NRAS;KRAS,261.2728577,284.1702881,1213.282593,452.8680725,3601.429688,1006.319946,2882.838379,3377.569336,2811.814453,2239.948242,2503.891602,2638.347656
P01876,IGHA1,646.6322632,Filtered,Filtered,Filtered,Filtered,Filtered,406.2890625,176.5643921,NaN,1355.381348,222.0993042,1781.977417
P01889,HLA-B,832.4842529,2726.57251,1465.308472,1776.69873,9968.513672,3362.837891,3708.575684,5158.056152,4994.431641,4663.132324,4759.553711,5569.019043
P02042;P02100;P68871;P69891;P69892,HBD;HBE1;HBB;HBG1;HBG2,349.3334045,Filtered,525.3201294,Filtered,454.5727539,749.8220215,5033.930176,8051.480469,3758.580566,3707.535645,3809.55127,2646.208984
P02452,COL1A1,1645.897461,1277.091553,922.0292969,Filtered,2625.779541,2252.024658,1345.421997,2134.557861,2066.7229,1872.348145,2890.141357,1827.522583
P02461,COL3A1,657.260437,718.0432739,839.0178833,249.0090942,1929.74707,1200.191162,3582.577393,5565.819336,4965.407715,5083.731445,4886.976563,6211.123535
P02462,COL4A1,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,995.5742798,628.2296753,3629.572266,3464.596436,4783.239258,578.9202271
P02533,KRT14,1686627.75,817246.375,1257174,895396.6875,1798009.5,1194666.875,3031241,3146260.5,2910971,2789798.25,2911530.75,2456290.5
P02538,KRT6A,1534442,262846.9063,650627.0625,254446.8281,955192.5,315899.9063,1576394.5,1876187.125,1523143.375,1311647,1353891.125,1048948.75
P02545,LMNA,1304.858643,1746.091675,1957.771851,1448.018188,4454.12207,1741.087036,5166.216797,6305.119141,5664.662598,6288.098145,6497.438965,6748.930664
P02649,APOE,Filtered,Filtered,2369.624756,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1555.767212
P02751,FN1,4711.993652,5322.621582,5246.789063,4282.921875,7000.685547,6918.109863,24773.64453,30290.39063,30804.87695,30572.97852,31651.31445,33460.28516
P02768,ALB,16388.14844,4873.267578,5063.878418,3147.821533,5933.866211,4570.461426,5903.34375,39544.32422,4922.554199,1435.459473,4261.082031,1693.444702
P02786,TFRC,2218.698486,1684.896606,3101.5,2168.929932,12224.72852,2393.185791,6270.541016,8077.522949,10598.13672,8358.624023,8877.488281,8767.736328
P02788,LTF,2860.416748,Filtered,2013.184937,Filtered,Filtered,Filtered,5932.730469,16105.2627,15720.94434,14835.05664,16343.33105,5424.844727
P02810,PRH1,Filtered,Filtered,NaN,Filtered,Filtered,NaN,8292.142578,744.677063,184.4157562,317.9495544,1425.974976,1549.10083
P03928,MT-ATP8,1195.05188,854.7313843,792.2042847,1339.776855,5663.065918,1753.72583,7785.312012,10850.90039,9536.862305,12321.35059,10246.70996,15586.32129
P04004,VTN,NaN,NaN,Filtered,Filtered,NaN,Filtered,3422,3357.83374,3821.719482,3076.935059,3527.24292,3538.085205
P04035,HMGCR,Filtered,Filtered,Filtered,NaN,2130.546875,Filtered,1942.521484,2885.403564,2798.546875,3454.426514,4205.928711,4156.897949
P04040,CAT,2841.177246,520.1594238,3260.173584,275.0023193,5521.477051,1035.991089,6393.561035,5228.381836,2873.514404,4944.63623,3599.897949,3545.05249
P04075,ALDOA,4126.187012,3051.704346,5819.38623,3269.880371,26453.77344,2710.297852,30269.02734,34491.15625,41907.49219,43053.44531,46581.85156,40493.61719
P04080,CSTB,Filtered,Filtered,Filtered,Filtered,2224.976318,Filtered,822.1227417,800.4414673,881.288208,981.5869141,539.3765259,1173.818237
P04083,ANXA1,3719.085938,2417.303467,7646.020996,2230.916748,51770.01172,1668.229614,9272.24707,10546.88574,9793.8125,9357.202148,11235.22949,8402.961914
P04150,NR3C1,217.3186188,328.1350098,Filtered,Filtered,206.5279236,215.8869934,Filtered,1432.996948,1764.285278,1808.360107,1548.464722,851.3101196
P04156,PRNP,NaN,NaN,Filtered,Filtered,632.1854858,575.1182251,1936.162476,3123.289063,1947.957764,3704.477295,2573.195068,3344.171387
P04216,THY1,2129.651855,2102.459961,2728.508301,2892.077881,5577.92334,2356.696533,4231.303711,5133.335449,3291.820801,4929.413574,4075.306641,3494.758301
P04259,KRT6B,1629621,223583.5,1314731.375,200550.1719,954606.25,230951.7969,779290.625,1492596.25,1135941,1137263,786915,563379.8125
P04264,KRT1,1634389.625,376885,1135801.75,257823.4531,2462000.25,450002.6563,2926354,2423265,2455254.5,1560424.875,2090365.375,1506426.75
P04406,GAPDH,13218.38574,12344.15137,25193.83203,11727.71191,75048.23438,12962.49023,115631.625,162739.2656,160097.1406,142587.0938,191173.2813,153726.5
P04439,HLA-A,308.401123,365.7565613,978.1884766,675.6536255,5273.741211,Filtered,1453.620972,2683.381348,4055.273926,2277.162354,3161.64917,3574.953857
P04792,HSPB1,11168.6543,10549.40625,14744.87598,8563.814453,40614.12891,18685.70117,23912.62109,27695.57227,22556.94336,26333.33203,26275.14648,30670.5918
P04843,RPN1,19515.41602,18645.83789,25462.98633,19730.20117,64528.73047,36988.95313,275367.25,346263.8125,342039.5313,328976.625,354221.5625,374180.0625
P04844,RPN2,8229.551758,10538.93066,12566.58301,9545.428711,30965.60742,16284.66895,124108.3594,172897.875,187815.6094,149961.3906,189259.5938,184187.0313
P04899,GNAI2,4679.665039,4844.96875,5388.890625,4308.09668,11075.84766,6341.849121,10905.79688,12538.0625,11872.02148,12429.02051,11816.93066,13286.83398
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,H2AC4;H2AC11;H2AC7;H2AC20;H2AC18;H2AW;H2AC6;H2AC12;H2AC14;H2AJ,16169.08691,14299.18359,12928.23438,13968.63184,25989.99023,14042.26563,87343.67969,105591.5391,111160.3281,104536.5391,108186.8516,107567.4688
P05023,ATP1A1,718.0084839,603.94104,734.831665,429.3399658,3758.182373,672.5910645,3697.708008,4083.543213,4014.62207,3774.13208,3952.697266,4361.894531
P05026,ATP1B1,Filtered,295.6531677,695.6665039,Filtered,1827.449219,Filtered,2930.371338,3163.912598,3879.480957,3836.009277,3859.249268,3169.919189
P05089,ARG1,4064.791504,1702.054932,5683.251465,1605.539185,3610.746338,4098.883789,5020.237305,4310.759766,3729.639404,2671.157227,3584.324707,2158.711182
P05109,S100A8,1324.814453,2548.700439,6518.825195,571.2834473,14401.66992,1022.379517,11993.20215,16893.89648,14559.8623,8714.392578,14075.62012,12957.25
P05114,HMGN1,1016.614319,1234.974121,2059.986572,1515.921509,2736.773438,4682.525391,16354.23633,13994.7002,12184.16992,22647.93555,9722.12793,25244.23242
P05141,SLC25A5,89856.76563,93259.60938,99600.05469,95630.39063,166994.7656,184720.3125,433434.7813,450450.0313,565503.25,489809.8125,491446.7188,475398.7813
P05161,ISG15,5676.971191,2406.747314,2027.190918,Filtered,8898.105469,2568.970215,17789.37109,13058.94336,7182.150391,11944.65625,13473.8457,5329.486816
P05165,PCCA,17377.55664,15896.81836,18125.73438,17606.10742,27157.16797,28156.67188,9888.009766,11165.77148,9886.536133,10166.82422,10243.25586,12374.3125
P05166,PCCB,13441.51074,11519.59473,12197.06152,12305.96973,21638.17969,21976.42578,7015.483887,7732.805664,6674.92041,6224.145996,8330.756836,8558.360352
